,hotel_link,hotel_link-href,review_count,hotel_name
1926,The Well House Lembongan Island,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d3267099-Reviews-or5-The_Well_House_Lembongan_Island-Nusa_Lembongan_Bali.html,201,the_well_house_
1929,Villa Sonia Bisma,https://www.tripadvisor.co.id/Hotel_Review-g297701-d2276419-Reviews-or5-Villa_Sonia_Bisma-Ubud_Gianyar_Regency_Bali.html,258,villa_sonia_bis
1931,Palloma Hotel Kuta,https://www.tripadvisor.co.id/Hotel_Review-g297697-d3767703-Reviews-or5-Palloma_Hotel_Kuta-Kuta_Kuta_District_Bali.html,258,palloma_hotel_k
1932,Kuta Central Park Hotel,https://www.tripadvisor.co.id/Hotel_Review-g297697-d2135927-Reviews-or5-Kuta_Central_Park_Hotel-Kuta_Kuta_District_Bali.html,989,kuta_central_pa
1933,Pondok Pundi Village Inn & Spa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d2523060-Reviews-or5-Pondok_Pundi_Village_Inn_Spa-Ubud_Gianyar_Regency_Bali.html,181,pondok_pundi_vi
1934,Jangkrik Homestay,https://www.tripadvisor.co.id/Hotel_Review-g297701-d2391132-Reviews-or5-Jangkrik_Homestay-Ubud_Gianyar_Regency_Bali.html,178,jangkrik_homest
1935,Desak Putu Putera Homestay,https://www.tripadvisor.co.id/Hotel_Review-g3932211-d3188752-Reviews-or5-Desak_Putu_Putera_Homestay-Peliatan_Ubud_Gianyar_Regency_Bali.html,129,desak_putu_pute
1937,Ibis Bali Kuta,https://www.tripadvisor.co.id/Hotel_Review-g297697-d2667502-Reviews-or5-Ibis_Bali_Kuta-Kuta_Kuta_District_Bali.html,508,ibis_bali_kuta
1939,Anahata Villas & Spa Resort,https://www.tripadvisor.co.id/Hotel_Review-g15201092-d677557-Reviews-or5-Anahata_Villas_Spa_Resort-Pejeng_Kaja_Tampaksiring_Gianyar_Regency_Bali.html,227,anahata_villas_
1940,The Jimbaran View,https://www.tripadvisor.co.id/Hotel_Review-g297696-d4273338-Reviews-or5-The_Jimbaran_View-Jimbaran_South_Kuta_Bali.html,408,the_jimbaran_vi
1942,Nunia Boutique Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d1886473-Reviews-or5-Nunia_Boutique_Villas-Seminyak_Kuta_District_Bali.html,213,nunia_boutique_
1945,Onje Resort and Villas,https://www.tripadvisor.co.id/Hotel_Review-g1025505-d4841688-Reviews-or5-Onje_Resort_and_Villas-Tampaksiring_Gianyar_Regency_Bali.html,227,onje_resort_and
1947,Urban Styles Hitz Kuta,https://www.tripadvisor.co.id/Hotel_Review-g297697-d7263989-Reviews-or5-Urban_Styles_Hitz_Kuta-Kuta_Kuta_District_Bali.html,198,urban_styles_hi
1949,Karang Mesari Ubud Bungalow,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1574197-Reviews-or5-Karang_Mesari_Ubud_Bungalow-Ubud_Gianyar_Regency_Bali.html,120,karang_mesari_u
1951,Pondok Sari Kuta Bali,https://www.tripadvisor.co.id/Hotel_Review-g297697-d1845141-Reviews-or5-Pondok_Sari_Kuta_Bali-Kuta_Kuta_District_Bali.html,270,pondok_sari_kut
1952,Solaris Hotel Kuta Bali,https://www.tripadvisor.co.id/Hotel_Review-g297697-d3722188-Reviews-or5-Solaris_Hotel_Kuta_Bali-Kuta_Kuta_District_Bali.html,460,solaris_hotel_k
1953,Ocean View Dive Resort Tulamben,https://www.tripadvisor.co.id/Hotel_Review-g469406-d2194084-Reviews-or5-Ocean_View_Dive_Resort_Tulamben-Tulamben_Bali.html,218,ocean_view_dive
1954,Amatara  Athaya Ubud,https://www.tripadvisor.co.id/Hotel_Review-g3388764-d12222131-Reviews-or5-Athaya_Ubud-Lodtunduh_Ubud_Gianyar_Regency_Bali.html,105,amatara__athaya
1957,Cara Cara Inn,https://www.tripadvisor.co.id/Hotel_Review-g297697-d12915725-Reviews-or5-Cara_Cara_Inn-Kuta_Kuta_District_Bali.html,214,cara_cara_inn
1960,Jabunami Villa Canggu Bali,https://www.tripadvisor.co.id/Hotel_Review-g311298-d2194610-Reviews-or5-Jabunami_Villa_Canggu_Bali-Canggu_North_Kuta_Bali.html,127,jabunami_villa_
1961,Beach Hello Bungalows,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d3267517-Reviews-or5-Beach_Hello_Bungalows-Nusa_Lembongan_Bali.html,180,beach_hello_bun
1962,The Sun Hotel & Spa,https://www.tripadvisor.co.id/Hotel_Review-g608487-d6418511-Reviews-or5-The_Sun_Hotel_Spa-Legian_Kuta_District_Bali.html,807,the_sun_hotel__
1963,Wyndham Dreamland Resort Bali,https://www.tripadvisor.co.id/Hotel_Review-g1380108-d13418828-Reviews-or5-Wyndham_Dreamland_Resort_Bali-Pecatu_Bukit_Peninsula_Bali.html,213,wyndham_dreamla
1965,The Bali Dream Villa Seminyak,https://www.tripadvisor.co.id/Hotel_Review-g469404-d1013759-Reviews-or5-The_Bali_Dream_Villa_Seminyak-Seminyak_Kuta_District_Bali.html,728,the_bali_dream_
1967,M Suite,https://www.tripadvisor.co.id/Hotel_Review-g469404-d6001374-Reviews-or5-M_Suite-Seminyak_Kuta_District_Bali.html,191,m_suite
1969,Bamboo Paradise Guesthouse & Hostel,https://www.tripadvisor.co.id/Hotel_Review-g1078452-d2108597-Reviews-or5-Bamboo_Paradise_Guesthouse_Hostel-Padangbai_Bali.html,182,bamboo_paradise
1971,Kama Bisma Cottage,https://www.tripadvisor.co.id/Hotel_Review-g297701-d5003608-Reviews-or5-Kama_Bisma_Cottage-Ubud_Gianyar_Regency_Bali.html,119,kama_bisma_cott
1975,Jati Homestay,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1161671-Reviews-or5-Jati_Homestay-Ubud_Gianyar_Regency_Bali.html,259,jati_homestay
1979,Villa Besar,https://www.tripadvisor.co.id/Hotel_Review-g608486-d1904742-Reviews-or5-Villa_Besar-Kerobokan_North_Kuta_Bali.html,182,villa_besar
1980,Grand Balisani Suites,https://www.tripadvisor.co.id/Hotel_Review-g469404-d450831-Reviews-or5-Grand_Balisani_Suites-Seminyak_Kuta_District_Bali.html,852,grand_balisani_
1981,Kadiga Villas Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d7725623-Reviews-or5-Kadiga_Villas_Ubud-Ubud_Gianyar_Regency_Bali.html,111,kadiga_villas_u
1982,Pelangi Bali Hotel,https://www.tripadvisor.co.id/Hotel_Review-g469404-d312457-Reviews-or5-Pelangi_Bali_Hotel-Seminyak_Kuta_District_Bali.html,1305,pelangi_bali_ho
1983,Villa Selina,https://www.tripadvisor.co.id/Hotel_Review-g1567365-d2371359-Reviews-or5-Villa_Selina-Bondalem_Tejakula_Buleleng_Regency_Bali.html,120,villa_selina
1986,J4 Hotels Legian,https://www.tripadvisor.co.id/Hotel_Review-g608487-d5596284-Reviews-or5-J4_Hotels_Legian-Legian_Kuta_District_Bali.html,374,j4_hotels_legia
1987,HOSHINOYA Bali,https://www.tripadvisor.co.id/Hotel_Review-g12076487-d11969835-Reviews-or5-HOSHINOYA_Bali-Pejeng_Kangin_Tampaksiring_Gianyar_Regency_Bali.html,116,hoshinoya_bali
1988,Bumi Muwa Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d2661348-Reviews-or5-Bumi_Muwa_Ubud-Ubud_Gianyar_Regency_Bali.html,193,bumi_muwa_ubud
1989,Arama Riverside Villas,https://www.tripadvisor.co.id/Hotel_Review-g608487-d2628605-Reviews-or5-Arama_Riverside_Villas-Legian_Kuta_District_Bali.html,194,arama_riverside
1990,INFINITY8 BALI,https://www.tripadvisor.co.id/Hotel_Review-g297696-d8737544-Reviews-or5-INFINITY8_BALI-Jimbaran_South_Kuta_Bali.html,263,infinity8_bali
1991,The Haere Seminyak - Oleh Astadala,https://www.tripadvisor.co.id/Hotel_Review-g469404-d5602766-Reviews-or5-The_Haere_Seminyak_By_Astadala-Seminyak_Kuta_District_Bali.html,167,the_haere_semin
1992,Ubud Lestari Bungalows,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1170823-Reviews-or5-Ubud_Lestari_Bungalows-Ubud_Gianyar_Regency_Bali.html,117,ubud_lestari_bu
1993,Svaha Private Villas,https://www.tripadvisor.co.id/Hotel_Review-g2538504-d10782349-Reviews-or5-Svaha_Private_Villas-Nusa_Ceningan_Bali.html,102,svaha_private_v
1995,Rijasa Agung Resort & Villas,https://www.tripadvisor.co.id/Hotel_Review-g608492-d614387-Reviews-or5-Rijasa_Agung_Resort_Villas-Payangan_Gianyar_Regency_Bali.html,209,rijasa_agung_re
1996,Kiskenda Cottages,https://www.tripadvisor.co.id/Hotel_Review-g297701-d10804804-Reviews-or5-Kiskenda_Cottages-Ubud_Gianyar_Regency_Bali.html,113,kiskenda_cottag
1997,The Ocean Sunset Villas Ceningan,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d7733886-Reviews-or5-The_Ocean_Sunset_Villas_Ceningan-Nusa_Lembongan_Bali.html,138,the_ocean_sunse
1999,Umadasa Seminyak,https://www.tripadvisor.co.id/Hotel_Review-g469404-d2519640-Reviews-or5-Umadasa_Seminyak-Seminyak_Kuta_District_Bali.html,189,umadasa_seminya
2001,Teba House,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1309004-Reviews-or5-Teba_House-Ubud_Gianyar_Regency_Bali.html,284,teba_house
2002,Mahala Hasa Villas Seminyak by Premier Hospitality Asia,https://www.tripadvisor.co.id/Hotel_Review-g469404-d2408949-Reviews-or5-Mahala_Hasa_Villas_Seminyak_by_Premier_Hospitality_Asia-Seminyak_Kuta_District_Bali.html,183,mahala_hasa_vil
2004,Ida Inn Bali,https://www.tripadvisor.co.id/Hotel_Review-g297697-d629605-Reviews-or5-Ida_Inn_Bali-Kuta_Kuta_District_Bali.html,619,ida_inn_bali
2008,Room & Vespa 1,https://www.tripadvisor.co.id/Hotel_Review-g469404-d6656505-Reviews-or5-Room_Vespa_1-Seminyak_Kuta_District_Bali.html,114,room__vespa_1
2010,Kuta Paradiso Hotel,https://www.tripadvisor.co.id/Hotel_Review-g297697-d308413-Reviews-or5-Kuta_Paradiso_Hotel-Kuta_Kuta_District_Bali.html,2146,kuta_paradiso_h
2013,The Rani Hotel & Spa,https://www.tripadvisor.co.id/Hotel_Review-g297697-d7745612-Reviews-or5-The_Rani_Hotel_Spa-Kuta_Kuta_District_Bali.html,260,the_rani_hotel_
2014,Mercure Kuta Bali,https://www.tripadvisor.co.id/Hotel_Review-g297697-d299592-Reviews-or5-Mercure_Kuta_Bali-Kuta_Kuta_District_Bali.html,1716,mercure_kuta_ba
2015,Champlung Sari Hotel & Spa Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d530151-Reviews-or5-Champlung_Sari_Hotel_Spa_Ubud-Ubud_Gianyar_Regency_Bali.html,985,champlung_sari_
2017,Keraton Jimbaran Resort,https://www.tripadvisor.co.id/Hotel_Review-g297696-d308412-Reviews-or5-Keraton_Jimbaran_Resort-Jimbaran_South_Kuta_Bali.html,1220,keraton_jimbara
2018,Lalasa Villas,https://www.tripadvisor.co.id/Hotel_Review-g311298-d1828369-Reviews-or5-Lalasa_Villas-Canggu_North_Kuta_Bali.html,171,lalasa_villas
2019,Park Regis,https://www.tripadvisor.co.id/Hotel_Review-g297697-d4567339-Reviews-or5-Park_Regis-Kuta_Kuta_District_Bali.html,761,park_regis
2020,Hotel Santika Seminyak Bali,https://www.tripadvisor.co.id/Hotel_Review-g469404-d8873258-Reviews-or5-Hotel_Santika_Seminyak-Seminyak_Kuta_District_Bali.html,179,hotel_santika_s
2022,Bahana Guest House By Madhava,https://www.tripadvisor.co.id/Hotel_Review-g562690-d7173869-Reviews-or5-Bahana_Guest_House_By_Madhava-Tuban_Kuta_Kuta_District_Bali.html,120,bahana_guest_ho
2024,Suara Air Luxury Villa Ubud,https://www.tripadvisor.co.id/Hotel_Review-g1628287-d2097114-Reviews-or5-Suara_Air_Luxury_Villa_Ubud-Melayang_Ubud_Gianyar_Regency_Bali.html,109,suara_air_luxur
2025,Destiny Boutique Hotel,https://www.tripadvisor.co.id/Hotel_Review-g469404-d7217649-Reviews-or5-Destiny_Boutique_Hotel-Seminyak_Kuta_District_Bali.html,430,destiny_boutiqu
2026,Alam Nusa Huts and Spa,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d2161112-Reviews-or5-Alam_Nusa_Huts_and_Spa-Nusa_Lembongan_Bali.html,186,alam_nusa_huts_
2027,Teka-Teki House,https://www.tripadvisor.co.id/Hotel_Review-g469404-d1517365-Reviews-or5-Teka_Teki_House-Seminyak_Kuta_District_Bali.html,156,teka-teki_house
2028,Ubud Dream,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1674241-Reviews-or5-Ubud_Dream-Ubud_Gianyar_Regency_Bali.html,174,ubud_dream
2029,Bakung Ubud Resort and Villa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d8029710-Reviews-or5-Bakung_Ubud_Resort_and_Villa-Ubud_Gianyar_Regency_Bali.html,282,bakung_ubud_res
2030,Alamdini Resort Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d10795961-Reviews-or5-Alamdini_Resort_Ubud-Ubud_Gianyar_Regency_Bali.html,133,alamdini_resort
2032,Asa Bali Luxury Villas & Spa,https://www.tripadvisor.co.id/Hotel_Review-g469404-d4878765-Reviews-or5-Asa_Bali_Luxury_Villas_Spa-Seminyak_Kuta_District_Bali.html,254,asa_bali_luxury
2034,Villa Manuk,https://www.tripadvisor.co.id/Hotel_Review-g297699-d1386226-Reviews-or5-Villa_Manuk-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,117,villa_manuk
2036,The Grand Sunti,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1869856-Reviews-or5-The_Grand_Sunti-Ubud_Gianyar_Regency_Bali.html,435,the_grand_sunti
2038,Kutaville,https://www.tripadvisor.co.id/Hotel_Review-g469404-d3930224-Reviews-or5-Kutaville-Seminyak_Kuta_District_Bali.html,238,kutaville
2039,DD Ubud Jungle Villa,https://www.tripadvisor.co.id/Hotel_Review-g608497-d3930338-Reviews-or5-DD_Ubud_Jungle_Villa-Tegalalang_Gianyar_Regency_Bali.html,228,dd_ubud_jungle_
2041, Home Bali Home Villa and Suites,https://www.tripadvisor.co.id/Hotel_Review-g297696-d3332093-Reviews-or5-Home_Bali_Home_Villa_and_Suites-Jimbaran_South_Kuta_Bali.html,123,_home_bali_home
2042, LadyBamboo Villa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1136193-Reviews-or5-LadyBamboo_Villa-Ubud_Gianyar_Regency_Bali.html,197,_ladybamboo_vil
2045, Favehotel Kuta Kartika Plaza,https://www.tripadvisor.co.id/Hotel_Review-g297697-d10592522-Reviews-or5-Favehotel_Kuta_Kartika_Plaza-Kuta_Kuta_District_Bali.html,270,_favehotel_kuta
2046, Happy Together by Villa Kresna,https://www.tripadvisor.co.id/Hotel_Review-g469404-d533923-Reviews-or5-Happy_Together_by_Villa_Kresna-Seminyak_Kuta_District_Bali.html,393,_happy_together
2047, HARRIS HOTEL Kuta Galleria,https://www.tripadvisor.co.id/Hotel_Review-g297697-d7149612-Reviews-or5-HARRIS_HOTEL_Kuta_Galleria-Kuta_Kuta_District_Bali.html,257,_harris_hotel_k
2048, Quest Hotel Kuta,https://www.tripadvisor.co.id/Hotel_Review-g297697-d2562865-Reviews-or5-Quest_Hotel_Kuta-Kuta_Kuta_District_Bali.html,549,_quest_hotel_ku
2049,Kuta Angel Hotel,https://www.tripadvisor.co.id/Hotel_Review-g297697-d3869724-Reviews-or5-Kuta_Angel_Hotel-Kuta_Kuta_District_Bali.html,372,kuta_angel_hote
2050,Puri Rama Homestay,https://www.tripadvisor.co.id/Hotel_Review-g311298-d3176930-Reviews-or5-Puri_Rama_Homestay-Canggu_North_Kuta_Bali.html,114,puri_rama_homes
2052,Bayu Guest House,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3442416-Reviews-or5-Bayu_Guest_House-Ubud_Gianyar_Regency_Bali.html,123,bayu_guest_hous
2054,Pertiwi Bisma 1,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3929768-Reviews-or5-Pertiwi_Bisma_1-Ubud_Gianyar_Regency_Bali.html,519,pertiwi_bisma_1
2055,The Sandi Phala,https://www.tripadvisor.co.id/Hotel_Review-g562690-d556743-Reviews-or5-The_Sandi_Phala-Tuban_Kuta_Kuta_District_Bali.html,241,the_sandi_phala
2056,The Farm Hostel,https://www.tripadvisor.co.id/Hotel_Review-g311298-d8685928-Reviews-or5-The_Farm_Hostel-Canggu_North_Kuta_Bali.html,148,the_farm_hostel
2057,Kampoeng Villa,https://www.tripadvisor.co.id/Hotel_Review-g608486-d3576418-Reviews-or5-Kampoeng_Villa-Kerobokan_North_Kuta_Bali.html,174,kampoeng_villa
2058,Bucu Guest House,https://www.tripadvisor.co.id/Hotel_Review-g297701-d7096156-Reviews-or5-Bucu_Guest_House-Ubud_Gianyar_Regency_Bali.html,133,bucu_guest_hous
2061,Tulamben Wreck Divers Hotel,https://www.tripadvisor.co.id/Hotel_Review-g469406-d953612-Reviews-or5-Tulamben_Wreck_Divers_Hotel-Tulamben_Bali.html,366,tulamben_wreck_
2063,La House,https://www.tripadvisor.co.id/Hotel_Review-g469404-d4875851-Reviews-or5-La_House-Seminyak_Kuta_District_Bali.html,110,la_house
2066,Lullaby Bungalows,https://www.tripadvisor.co.id/Hotel_Review-g1380108-d1908112-Reviews-or5-Lullaby_Bungalows-Pecatu_Bukit_Peninsula_Bali.html,176,lullaby_bungalo
2069,Sayan Terrace Resort,https://www.tripadvisor.co.id/Hotel_Review-g297701-d624781-Reviews-or5-Sayan_Terrace_Resort-Ubud_Gianyar_Regency_Bali.html,257,sayan_terrace_r
2070, Canggu Beach Apartments,https://www.tripadvisor.co.id/Hotel_Review-g311298-d12226361-Reviews-or5-Canggu_Beach_Apartments-Canggu_North_Kuta_Bali.html,132,_canggu_beach_a
2071, Rumah Santai Villas,https://www.tripadvisor.co.id/Hotel_Review-g608487-d1643659-Reviews-or5-Rumah_Santai_Villas-Legian_Kuta_District_Bali.html,157,_rumah_santai_v
2074, Tanaya Bed & Breakfast,https://www.tripadvisor.co.id/Hotel_Review-g297697-d1069014-Reviews-or5-Tanaya_Bed_Breakfast-Kuta_Kuta_District_Bali.html,461,_tanaya_bed__br
2076, Sapulidi Resort Spa & Gallery Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3731744-Reviews-or5-Sapulidi_Resort_Spa_Gallery_Ubud-Ubud_Gianyar_Regency_Bali.html,482,_sapulidi_resor
2077, Kuta Townhouse Apartments,https://www.tripadvisor.co.id/Hotel_Review-g297697-d1440313-Reviews-or5-Kuta_Townhouse_Apartments-Kuta_Kuta_District_Bali.html,896,_kuta_townhouse
2079, Bali Mandala Resort,https://www.tripadvisor.co.id/Hotel_Review-g1567365-d1911601-Reviews-or5-Bali_Mandala_Resort-Bondalem_Tejakula_Buleleng_Regency_Bali.html,107,_bali_mandala_r
2080, Puri Sebatu Resort,https://www.tripadvisor.co.id/Hotel_Review-g608497-d3492501-Reviews-or5-Puri_Sebatu_Resort-Tegalalang_Gianyar_Regency_Bali.html,296,_puri_sebatu_re
2083, Capung Sakti Villas,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3733697-Reviews-or5-Capung_Sakti_Villas-Ubud_Gianyar_Regency_Bali.html,151,_capung_sakti_v
2084, HARRIS Hotel Kuta,https://www.tripadvisor.co.id/Hotel_Review-g297697-d5777203-Reviews-or5-HARRIS_Hotel_Kuta-Kuta_Kuta_District_Bali.html,326,_harris_hotel_k
2085, Wave Guru Bali Surf Camp,https://www.tripadvisor.co.id/Hotel_Review-g297696-d2051600-Reviews-or5-Wave_Guru_Bali_Surf_Camp-Jimbaran_South_Kuta_Bali.html,112,_wave_guru_bali
2089, Hotel Puri Bambu,https://www.tripadvisor.co.id/Hotel_Review-g3561989-d309323-Reviews-or5-Hotel_Puri_Bambu-Kedonganan_Jimbaran_South_Kuta_Bali.html,656,_hotel_puri_bam
2090, Villa di Abing,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1448149-Reviews-or5-Villa_di_Abing-Ubud_Gianyar_Regency_Bali.html,140,_villa_di_abing
2091, Lembongan Reef Bungalow,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d1205856-Reviews-or5-Lembongan_Reef_Bungalow-Nusa_Lembongan_Bali.html,268,_lembongan_reef
2092," White Rose Kuta Resort, Villas & Spa",https://www.tripadvisor.co.id/Hotel_Review-g297697-d450871-Reviews-or5-White_Rose_Kuta_Resort_Villas_Spa-Kuta_Kuta_District_Bali.html,1275,_white_rose_kut
2095, Villa Karisa,https://www.tripadvisor.co.id/Hotel_Review-g469404-d632513-Reviews-or5-Villa_Karisa-Seminyak_Kuta_District_Bali.html,301,_villa_karisa
2098, Sunset Hill,https://www.tripadvisor.co.id/Hotel_Review-g297701-d2648944-Reviews-or5-Sunset_Hill-Ubud_Gianyar_Regency_Bali.html,287,_sunset_hill
2100, The Dipan Resort Petitenget,https://www.tripadvisor.co.id/Hotel_Review-g13356179-d2663787-Reviews-or5-The_Dipan_Resort_Petitenget-Kerobokan_Kelod_North_Kuta_Bali.html,577,_the_dipan_reso
2101, The Kampung Resort Ubud,https://www.tripadvisor.co.id/Hotel_Review-g608497-d2520922-Reviews-or5-The_Kampung_Resort_Ubud-Tegalalang_Gianyar_Regency_Bali.html,203,_the_kampung_re
2102, Lembongan Sanctuary Villas,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d6561822-Reviews-or5-Lembongan_Sanctuary_Villas-Nusa_Lembongan_Bali.html,170,_lembongan_sanc
2105, Omah Apik,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3344581-Reviews-or5-Omah_Apik-Ubud_Gianyar_Regency_Bali.html,172,_omah_apik
2106, Motama Villa,https://www.tripadvisor.co.id/Hotel_Review-g3932211-d3974176-Reviews-or5-Motama_Villa-Peliatan_Ubud_Gianyar_Regency_Bali.html,188,_motama_villa
2108, Canggu Beach Hostel,https://www.tripadvisor.co.id/Hotel_Review-g311298-d10672698-Reviews-or5-Canggu_Beach_Hostel-Canggu_North_Kuta_Bali.html,359,_canggu_beach_h
2109, Mu Bali,https://www.tripadvisor.co.id/Hotel_Review-g1380108-d626653-Reviews-or5-Mu_Bali-Pecatu_Bukit_Peninsula_Bali.html,348,_mu_bali
2112, Ocean Soul Retreat,https://www.tripadvisor.co.id/Hotel_Review-g469404-d8016662-Reviews-or5-Ocean_Soul_Retreat-Seminyak_Kuta_District_Bali.html,106,_ocean_soul_ret
2113, Devi's Place,https://www.tripadvisor.co.id/Hotel_Review-g297701-d9777277-Reviews-or5-Devi_s_Place-Ubud_Gianyar_Regency_Bali.html,103,_devi's_place
2114, Uppala Villa & Spa Umalas,https://www.tripadvisor.co.id/Hotel_Review-g608486-d5039875-Reviews-or5-Uppala_Villa_Spa_Umalas-Kerobokan_North_Kuta_Bali.html,276,_uppala_villa__
2115, Si Doi Hotel,https://www.tripadvisor.co.id/Hotel_Review-g608487-d1907601-Reviews-or5-Si_Doi_Hotel-Legian_Kuta_District_Bali.html,534,_si_doi_hotel
2118, Inata Bisma Resort & Spa Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3522011-Reviews-or5-Inata_Bisma_Resort_Spa_Ubud-Ubud_Gianyar_Regency_Bali.html,311,_inata_bisma_re
2119, Tini Villa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d10490880-Reviews-or5-Tini_Villa-Ubud_Gianyar_Regency_Bali.html,101,_tini_villa
2120, Ujung Ubud Guest House,https://www.tripadvisor.co.id/Hotel_Review-g297701-d6106526-Reviews-or5-Ujung_Ubud_Guest_House-Ubud_Gianyar_Regency_Bali.html,121,_ujung_ubud_gue
2121, Rumah Cantik,https://www.tripadvisor.co.id/Hotel_Review-g1600250-d736334-Reviews-or5-Rumah_Cantik-Kaliasem_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html,117,_rumah_cantik
2122, Hotel Santika Premiere Beach Resort Bali,https://www.tripadvisor.co.id/Hotel_Review-g562690-d308407-Reviews-or5-Hotel_Santika_Premiere_Beach_Resort_Bali-Tuban_Kuta_Kuta_District_Bali.html,528,_hotel_santika_
2123, Uluwatu Surf Villas,https://www.tripadvisor.co.id/Hotel_Review-g1380108-d2157526-Reviews-or5-Uluwatu_Surf_Villas-Pecatu_Bukit_Peninsula_Bali.html,190,_uluwatu_surf_v
2124, Karma Royal Jimbaran,https://www.tripadvisor.co.id/Hotel_Review-g297696-d673616-Reviews-or5-Karma_Royal_Jimbaran-Jimbaran_South_Kuta_Bali.html,344,_karma_royal_ji
2126, Lautan Kupu Kupu,https://www.tripadvisor.co.id/Hotel_Review-g311298-d2715520-Reviews-or5-Lautan_Kupu_Kupu-Canggu_North_Kuta_Bali.html,100,_lautan_kupu_ku
2127, Santi Sari Boutique Hotel,https://www.tripadvisor.co.id/Hotel_Review-g12250003-d1926011-Reviews-or5-Santi_Sari_Boutique_Hotel-Pejarakan_Gerokgak_Buleleng_Regency_Bali.html,140,_santi_sari_bou
2128, The Studio Bali,https://www.tripadvisor.co.id/Hotel_Review-g469404-d1717832-Reviews-or5-The_Studio_Bali-Seminyak_Kuta_District_Bali.html,299,_the_studio_bal
2129, Bali Silent Retreat,https://www.tripadvisor.co.id/Hotel_Review-g12858399-d6786689-Reviews-or5-Bali_Silent_Retreat-Penatahan_Bali.html,134,_bali_silent_re
2130, Rapture Surfcamp Bali - Padang Padang,https://www.tripadvisor.co.id/Hotel_Review-g1380108-d1739692-Reviews-or5-Rapture_Surfcamp_Bali_Padang_Padang-Pecatu_Bukit_Peninsula_Bali.html,628,_rapture_surfca
2131, Villa Sungai,https://www.tripadvisor.co.id/Hotel_Review-g1961526-d4002409-Reviews-or5-Sungai_Jungle_Villas-Cepaka_Bali.html,213,_villa_sungai
2132, The Temple Lodge,https://www.tripadvisor.co.id/Hotel_Review-g1380108-d1122064-Reviews-or5-The_Temple_Lodge-Pecatu_Bukit_Peninsula_Bali.html,335,_the_temple_lod
2133, M Boutique Hostel,https://www.tripadvisor.co.id/Hotel_Review-g608486-d7629624-Reviews-or5-M_Boutique_Hostel-Kerobokan_North_Kuta_Bali.html,452,_m_boutique_hos
2134, Mondo Lifestyle Resort,https://www.tripadvisor.co.id/Hotel_Review-g311298-d9764304-Reviews-or5-Mondo_Surf_Lifestyle_Village-Canggu_North_Kuta_Bali.html,160,_mondo_lifestyl
2135, Puri Sunia Resort,https://www.tripadvisor.co.id/Hotel_Review-g297701-d2280611-Reviews-or5-Puri_Sunia_Resort-Ubud_Gianyar_Regency_Bali.html,1201,_puri_sunia_res
2136, Anulekha Resort  and Villa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d5281468-Reviews-or5-Anulekha_Resort_and_Villa-Ubud_Gianyar_Regency_Bali.html,625,_anulekha_resor
2137, Villa The Sanctuary Bali,https://www.tripadvisor.co.id/Hotel_Review-g311298-d3746615-Reviews-or5-Villa_The_Sanctuary_Bali-Canggu_North_Kuta_Bali.html,183,_villa_the_sanc
2138, Wayan's Guest House,https://www.tripadvisor.co.id/Hotel_Review-g311298-d2201503-Reviews-or5-Wayan_s_Guest_House-Canggu_North_Kuta_Bali.html,206,_wayan's_guest_
2139, Villa Merta Sari ,https://www.tripadvisor.co.id/Hotel_Review-g469404-d3718252-Reviews-or5-Villa_Merta_Sari_10-Seminyak_Kuta_District_Bali.html,129,_villa_merta_sa
2142, Pajar House Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d4886680-Reviews-or5-Pajar_House_Ubud-Ubud_Gianyar_Regency_Bali.html,564,_pajar_house_ub
