,hotel_link,hotel_link-href,review_count,hotel_name
2329, Alam Shanti,https://www.tripadvisor.co.id/Hotel_Review-g297701-d587052-Reviews-or5-Alam_Shanti-Ubud_Gianyar_Regency_Bali.html,632,_alam_shanti
2330, Alam Dania Cottage,https://www.tripadvisor.co.id/Hotel_Review-g297701-d10024456-Reviews-or5-Alam_Dania_Cottage-Ubud_Gianyar_Regency_Bali.html,168,_alam_dania_cot
2331, Honai Resort,https://www.tripadvisor.co.id/Hotel_Review-g297701-d10878650-Reviews-or5-Honai_Resort-Ubud_Gianyar_Regency_Bali.html,167,_honai_resort
2332, Grand Sovereign Kuta Bali,https://www.tripadvisor.co.id/Hotel_Review-g297697-d7147798-Reviews-or5-Grand_Sovereign_Kuta_Bali-Kuta_Kuta_District_Bali.html,618,_grand_sovereig
2333, Puri Asri Villa & Spa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d811168-Reviews-or5-Puri_Asri_Villa_Spa-Ubud_Gianyar_Regency_Bali.html,222,_puri_asri_vill
2334, The Point Resort,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d2071809-Reviews-or5-The_Point_Resort-Nusa_Lembongan_Bali.html,199,_the_point_reso
2335, Suparsa's Home Stay,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3606110-Reviews-or5-Suparsa_s_Home_Stay-Ubud_Gianyar_Regency_Bali.html,337,_suparsa's_home
2337, Royal Retreat Villas Lembongan,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d12526291-Reviews-or5-Royal_Retreat_Villas_Lembongan-Nusa_Lembongan_Bali.html,114,_royal_retreat_
2338, Ubud Aura Retreat,https://www.tripadvisor.co.id/Hotel_Review-g297701-d2054121-Reviews-or5-Ubud_Aura_Retreat-Ubud_Gianyar_Regency_Bali.html,157,_ubud_aura_retr
2339, Suarti Boutique Village,https://www.tripadvisor.co.id/Hotel_Review-g297701-d8602178-Reviews-or5-Suarti_Boutique_Village-Ubud_Gianyar_Regency_Bali.html,270,_suarti_boutiqu
2340, Agata Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d6516172-Reviews-or5-Agata_Villas-Seminyak_Kuta_District_Bali.html,191,_agata_villas
2341, La Cabane,https://www.tripadvisor.co.id/Hotel_Review-g297696-d7076288-Reviews-or5-La_Cabane-Jimbaran_South_Kuta_Bali.html,194,_la_cabane
2342, Alam Ubud Villa,https://www.tripadvisor.co.id/Hotel_Review-g608497-d2084734-Reviews-or5-Alam_Ubud_Villa-Tegalalang_Gianyar_Regency_Bali.html,612,_alam_ubud_vill
2343, Bali Paradise Hotel Boutique Resort,https://www.tripadvisor.co.id/Hotel_Review-g1599559-d1016710-Reviews-or5-Bali_Paradise_Hotel_Boutique_Resort-Lovina_Beach_Buleleng_District_Buleleng_Regency_B.html,285,_bali_paradise_
2345, Naya Gawana Resort & Spa,https://www.tripadvisor.co.id/Hotel_Review-g608479-d578938-Reviews-or5-Naya_Gawana_Resort_Spa-Banyuwedang_Gerokgak_Buleleng_Regency_Bali.html,411,_naya_gawana_re
2346, Pondok Akah,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d5416661-Reviews-or5-The_Akah_Cottage-Nusa_Lembongan_Bali.html,143,_pondok_akah
2347, Mango Tree Villas,https://www.tripadvisor.co.id/Hotel_Review-g297696-d2005422-Reviews-or5-Mango_Tree_Villas-Jimbaran_South_Kuta_Bali.html,188,_mango_tree_vil
2348," Le Jardin Boutique Villas, Seminyak",https://www.tripadvisor.co.id/Hotel_Review-g469404-d817602-Reviews-or5-Le_Jardin_Boutique_Villas_Seminyak-Seminyak_Kuta_District_Bali.html,753,_le_jardin_bout
2349, Aditya Homestay,https://www.tripadvisor.co.id/Hotel_Review-g608490-d3170406-Reviews-or5-Aditya_Homestay-Munduk_Banjar_Buleleng_Regency_Bali.html,429,_aditya_homesta
2350, Villa Kubu Seminyak,https://www.tripadvisor.co.id/Hotel_Review-g469404-d629965-Reviews-or5-Villa_Kubu_Seminyak-Seminyak_Kuta_District_Bali.html,862,_villa_kubu_sem
2351, Kebun Indah,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1053060-Reviews-or5-Kebun_Indah-Ubud_Gianyar_Regency_Bali.html,218,_kebun_indah
2352, Bukit Taman Cottages,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d9771238-Reviews-or5-Bukit_Taman_Cottages-Nusa_Lembongan_Bali.html,122,_bukit_taman_co
2353, Arjuna Homestay,https://www.tripadvisor.co.id/Hotel_Review-g608493-d6155731-Reviews-or5-Arjuna_Homestay-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html,362,_arjuna_homesta
2354, Taman Rahasia Tropical Sanctuary & Spa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d647532-Reviews-or5-Taman_Rahasia_Tropical_Sanctuary_Spa-Ubud_Gianyar_Regency_Bali.html,158,_taman_rahasia_
2356, D'Penjor Seminyak,https://www.tripadvisor.co.id/Hotel_Review-g469404-d3584610-Reviews-or5-D_Penjor_Seminyak-Seminyak_Kuta_District_Bali.html,227,_d'penjor_semin
2357, The Layar - Designer Villas and Spa,https://www.tripadvisor.co.id/Hotel_Review-g13356179-d3853500-Reviews-or5-The_Layar_Designer_Villas_and_Spa-Kerobokan_Kelod_North_Kuta_Bali.html,350,_the_layar_-_de
2358, Ocean Sun Dive Resort Tulamben,https://www.tripadvisor.co.id/Hotel_Review-g469406-d1456499-Reviews-or5-Ocean_Sun_Dive_Resort_Tulamben-Tulamben_Bali.html,174,_ocean_sun_dive
2360, Dewani Villa,https://www.tripadvisor.co.id/Hotel_Review-g608486-d1162151-Reviews-or5-Dewani_Villa-Kerobokan_North_Kuta_Bali.html,299,_dewani_villa
2361, Kelapa Lovina Beach Villa,https://www.tripadvisor.co.id/Hotel_Review-g1600249-d2562521-Reviews-or5-Kelapa_Lovina_Beach_Villa-Pemaron_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bal.html,154,_kelapa_lovina_
2362, Matra Bali Surf Camp Guest House,https://www.tripadvisor.co.id/Hotel_Review-g311298-d6861371-Reviews-or5-Matra_Bali_Surf_Camp_Guest_House-Canggu_North_Kuta_Bali.html,119,_matra_bali_sur
2363, The Cubang Hut's Lembongan,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d12437562-Reviews-or5-The_Cubang_Hut_s_Lembongan-Nusa_Lembongan_Bali.html,142,_the_cubang_hut
2364, Coast Boutique Apartments and Hotel,https://www.tripadvisor.co.id/Hotel_Review-g297697-d8641763-Reviews-or5-Coast_Boutique_Apartments_and_Hotel-Kuta_Kuta_District_Bali.html,148,_coast_boutique
2365, Room & Vespa 4,https://www.tripadvisor.co.id/Hotel_Review-g469404-d8566941-Reviews-or5-Room_Vespa_4-Seminyak_Kuta_District_Bali.html,103,_room__vespa_4
2367, Kuta EcoStay Guest House,https://www.tripadvisor.co.id/Hotel_Review-g297697-d4875558-Reviews-or5-Kuta_EcoStay_Guest_House-Kuta_Kuta_District_Bali.html,209,_kuta_ecostay_g
2368, Hotel Melamun,https://www.tripadvisor.co.id/Hotel_Review-g297699-d1523849-Reviews-or5-Hotel_Melamun-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,218,_hotel_melamun
2369, Villa Agung Beach Inn,https://www.tripadvisor.co.id/Hotel_Review-g1599559-d573451-Reviews-or5-Villa_Agung_Beach_Inn-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html,270,_villa_agung_be
2370, Alam Indah Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d674334-Reviews-or5-Alam_Indah_Ubud-Ubud_Gianyar_Regency_Bali.html,493,_alam_indah_ubu
2371, Lily Lane Villas,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3291240-Reviews-or5-Lily_Lane_Villas-Ubud_Gianyar_Regency_Bali.html,383,_lily_lane_vill
2372, Amertha Bali Villas,https://www.tripadvisor.co.id/Hotel_Review-g608493-d670999-Reviews-or5-Amertha_Bali_Villas-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html,559,_amertha_bali_v
2373, Villa Teman,https://www.tripadvisor.co.id/Hotel_Review-g1600236-d2522749-Reviews-or5-Villa_Teman-Anturan_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html,120,_villa_teman
2374, Kupu Kupu Jimbaran & Bamboo Spa by L'Occitane,https://www.tripadvisor.co.id/Hotel_Review-g297696-d2091252-Reviews-or5-Kupu_Kupu_Jimbaran_Bamboo_Spa_by_L_Occitane-Jimbaran_South_Kuta_Bali.html,962,_kupu_kupu_jimb
2375, Puri Dajuma Cottages,https://www.tripadvisor.co.id/Hotel_Review-g1234719-d584503-Reviews-or5-Puri_Dajuma_Cottages-Pekutatan_Bali.html,545,_puri_dajuma_co
2377, Beach Melati Apartments,https://www.tripadvisor.co.id/Hotel_Review-g608487-d662882-Reviews-or5-Beach_Melati_Apartments-Legian_Kuta_District_Bali.html,341,_beach_melati_a
2378, Origin Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d12214506-Reviews-or5-Origin_Ubud-Ubud_Gianyar_Regency_Bali.html,279,_origin_ubud
2381, Desak Putera Cottages,https://www.tripadvisor.co.id/Hotel_Review-g3932211-d10353412-Reviews-or5-Desak_Putera_Cottages-Peliatan_Ubud_Gianyar_Regency_Bali.html,186,_desak_putera_c
2382, The Yubi Boutique Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d2406983-Reviews-or5-The_Yubi_Boutique_Villas-Seminyak_Kuta_District_Bali.html,252,_the_yubi_bouti
2383, The Palms Ceningan Hotel,https://www.tripadvisor.co.id/Hotel_Review-g2538504-d5212545-Reviews-or5-The_Palms_Ceningan_Hotel-Nusa_Ceningan_Bali.html,263,_the_palms_ceni
2384, Cili Emas Oceanside Resort,https://www.tripadvisor.co.id/Hotel_Review-g1791618-d1804914-Reviews-or5-Cili_Emas_Oceanside_Resort-Tejakula_Buleleng_Regency_Bali.html,347,_cili_emas_ocea
2385, The Damai,https://www.tripadvisor.co.id/Hotel_Review-g1599559-d309351-Reviews-or5-The_Damai-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html,1205,_the_damai
2386, Toyabali,https://www.tripadvisor.co.id/Hotel_Review-g469406-d1801644-Reviews-or5-Toyabali-Tulamben_Bali.html,135,_toyabali
2390, Chili Cottage,https://www.tripadvisor.co.id/Hotel_Review-g297701-d2445403-Reviews-or5-Chili_Cottage-Ubud_Gianyar_Regency_Bali.html,209,_chili_cottage
2392, Poinciana Oceanside Resort & Retreat Centre,https://www.tripadvisor.co.id/Hotel_Review-g1791618-d1154340-Reviews-or5-Poinciana_Oceanside_Resort_Retreat_Centre-Tejakula_Buleleng_Regency_Bali.html,195,_poinciana_ocea
2393, KT Kuaya's Homestay,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3681329-Reviews-or5-KT_Kuaya_s_Homestay-Ubud_Gianyar_Regency_Bali.html,125,_kt_kuaya's_hom
2394, Milo's Home,https://www.tripadvisor.co.id/Hotel_Review-g297696-d3348134-Reviews-or5-Milo_s_Home-Jimbaran_South_Kuta_Bali.html,269,_milo's_home
2395, Alas Petulu Cottages,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1996954-Reviews-or5-Alas_Petulu_Cottages-Ubud_Gianyar_Regency_Bali.html,198,_alas_petulu_co
2396, Bucu View Resort by Pramana,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1950779-Reviews-or5-Bucu_View_Resort_by_Pramana-Ubud_Gianyar_Regency_Bali.html,344,_bucu_view_reso
2397, Le Pirate Beach Club Hotel,https://www.tripadvisor.co.id/Hotel_Review-g2538504-d4874936-Reviews-or5-Le_Pirate_Beach_Club_Hotel_Nusa_Ceningan-Nusa_Ceningan_Bali.html,414,_le_pirate_beac
2398, Minabali Bunga'lo,https://www.tripadvisor.co.id/Hotel_Review-g469406-d3247610-Reviews-or5-Minabali_Bunga_lo-Tulamben_Bali.html,174,_minabali_bunga
2399, Alam Sari,https://www.tripadvisor.co.id/Hotel_Review-g608497-d483678-Reviews-or5-Alam_Sari-Tegalalang_Gianyar_Regency_Bali.html,336,_alam_sari
2400,  on Kajeng,https://www.tripadvisor.co.id/Hotel_Review-g297701-d12652366-Reviews-or5-11_on_Kajeng-Ubud_Gianyar_Regency_Bali.html,124,__on_kajeng
2401, Purana Suite Ubud,https://www.tripadvisor.co.id/Hotel_Review-g3185061-d17886015-Reviews-or5-Purana_Suite_Ubud-Mas_Ubud_Gianyar_Regency_Bali.html,111,_purana_suite_u
2402, Ceningan Resort,https://www.tripadvisor.co.id/Hotel_Review-g2538504-d8272759-Reviews-or5-Ceningan_Resort-Nusa_Ceningan_Bali.html,214,_ceningan_resor
2404, Downtown Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d585298-Reviews-or5-Downtown_Villas-Seminyak_Kuta_District_Bali.html,208,_downtown_villa
2405, The Palm Grove Villas,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d9461305-Reviews-or5-The_Palm_Grove_Villas-Nusa_Lembongan_Bali.html,219,_the_palm_grove
2407, Sienna Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d309387-Reviews-or5-Sienna_Villas-Seminyak_Kuta_District_Bali.html,239,_sienna_villas
2408, Taruna Homestay,https://www.tripadvisor.co.id/Hotel_Review-g608493-d2295003-Reviews-or5-Taruna_Homestay-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html,544,_taruna_homesta
2409, Cinta Inn,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1885485-Reviews-or5-Cinta_Inn-Ubud_Gianyar_Regency_Bali.html,234,_cinta_inn
2410, Villa Komea,https://www.tripadvisor.co.id/Hotel_Review-g311298-d2269732-Reviews-or5-Villa_Komea-Canggu_North_Kuta_Bali.html,256,_villa_komea
2411, Mathis Retreat,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3156092-Reviews-or5-MATHIS_Retreat_Ubud-Ubud_Gianyar_Regency_Bali.html,886,_mathis_retreat
2412, Puri Garden Hotel & Restaurant,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1070523-Reviews-or5-Puri_Garden_Hotel_Restaurant-Ubud_Gianyar_Regency_Bali.html,439,_puri_garden_ho
2413, Rouge - Villas & Spa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3806343-Reviews-or5-Rouge_Villas_Spa-Ubud_Gianyar_Regency_Bali.html,321,_rouge_-_villas
2414, Udhiana Resort Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d8862074-Reviews-or5-Udhiana_Resort_Ubud-Ubud_Gianyar_Regency_Bali.html,190,_udhiana_resort
2416, KTS Balinese Villas,https://www.tripadvisor.co.id/Hotel_Review-g311298-d7604139-Reviews-or5-KTS_Balinese_Villas-Canggu_North_Kuta_Bali.html,268,_kts_balinese_v
2417, Narasoma Homestay & Retreat,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1523915-Reviews-or5-Narasoma_Homestay_Retreat-Ubud_Gianyar_Regency_Bali.html,146,_narasoma_homes
2418, De Munut Balinese Resort & Spa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d309164-Reviews-or5-De_Munut_Balinese_Resort_Spa-Ubud_Gianyar_Regency_Bali.html,331,_de_munut_balin
2419, Villa Anjing Paul Bonnet,https://www.tripadvisor.co.id/Hotel_Review-g297697-d4108102-Reviews-or5-Villa_Anjing_Paul_Bonnet-Kuta_Kuta_District_Bali.html,371,_villa_anjing_p
2420, Bonsai Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d1552073-Reviews-or5-Bonsai_Villas-Seminyak_Kuta_District_Bali.html,225,_bonsai_villas
2421, Sandi Agung Villa,https://www.tripadvisor.co.id/Hotel_Review-g469404-d3973275-Reviews-or5-Sandi_Agung_Villa-Seminyak_Kuta_District_Bali.html,281,_sandi_agung_vi
2422, Nur Guest House,https://www.tripadvisor.co.id/Hotel_Review-g297701-d7591855-Reviews-or5-Nur_Guest_House-Ubud_Gianyar_Regency_Bali.html,143,_nur_guest_hous
2423, Seaside Huts Lembongan,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d9975134-Reviews-or5-Seaside_Huts_Lembongan-Nusa_Lembongan_Bali.html,135,_seaside_huts_l
2424, Villa Sonia Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d503298-Reviews-or5-Villa_Sonia_Ubud-Ubud_Gianyar_Regency_Bali.html,544,_villa_sonia_ub
2425, Kembali Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d776550-Reviews-or5-Kembali_Villas-Seminyak_Kuta_District_Bali.html,284,_kembali_villas
2426, Kuta Lagoon Resort & Pool Villa,https://www.tripadvisor.co.id/Hotel_Review-g297697-d614746-Reviews-or5-Kuta_Lagoon_Resort_Pool_Villa-Kuta_Kuta_District_Bali.html,799,_kuta_lagoon_re
2427, Bracha Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d6165306-Reviews-or5-Bracha_Villas-Seminyak_Kuta_District_Bali.html,269,_bracha_villas
2428, Bondalem Beach Club,https://www.tripadvisor.co.id/Hotel_Review-g1567365-d4413954-Reviews-or5-Bondalem_Beach_Club-Bondalem_Tejakula_Buleleng_Regency_Bali.html,126,_bondalem_beach
2430, Hevea Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d6749598-Reviews-or5-Hevea_Villas-Seminyak_Kuta_District_Bali.html,619,_hevea_villas
2431, Sun Suko Hotel,https://www.tripadvisor.co.id/Hotel_Review-g608493-d10782370-Reviews-or5-Sun_Suko_Boutique_Retreat-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html,213,_sun_suko_hotel
2432, The Trans Resort Bali,https://www.tripadvisor.co.id/Hotel_Review-g13356179-d19101827-Reviews-or5-The_Trans_Villa_Bali-Kerobokan_Kelod_North_Kuta_Bali.html,167,_the_trans_reso
2434, Berry Amour Romantic Villas,https://www.tripadvisor.co.id/Hotel_Review-g608486-d4046663-Reviews-or5-Berry_Amour_Romantic_Villas-Kerobokan_North_Kuta_Bali.html,1077,_berry_amour_ro
2437, Satori Villas Bali,https://www.tripadvisor.co.id/Hotel_Review-g297701-d13456424-Reviews-or5-Satori_Villas_Bali-Ubud_Gianyar_Regency_Bali.html,151,_satori_villas_
2438, Mandala Desa,https://www.tripadvisor.co.id/Hotel_Review-g297701-d649038-Reviews-or5-Mandala_Desa-Ubud_Gianyar_Regency_Bali.html,356,_mandala_desa
2439, Umah Watu Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d1163567-Reviews-or5-Umah_Watu_Villas-Seminyak_Kuta_District_Bali.html,254,_umah_watu_vill
2440, Tauch Terminal Resort Tulamben,https://www.tripadvisor.co.id/Hotel_Review-g469406-d595703-Reviews-or5-Tauch_Terminal_Resort_Tulamben-Tulamben_Bali.html,438,_tauch_terminal
2443, Villa Kayu Lama,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3960770-Reviews-or5-Villa_Kayu_Lama-Ubud_Gianyar_Regency_Bali.html,254,_villa_kayu_lam
2444, Perdana Lembongan Homestay,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d8590924-Reviews-or5-Perdana_Lembongan_Homestay-Nusa_Lembongan_Bali.html,115,_perdana_lembon
2445, Villa Dua Bintang,https://www.tripadvisor.co.id/Hotel_Review-g608490-d6897824-Reviews-or5-Villa_Dua_Bintang-Munduk_Banjar_Buleleng_Regency_Bali.html,239,_villa_dua_bint
2446, Villa Bali Asri Seminyak,https://www.tripadvisor.co.id/Hotel_Review-g469404-d1021657-Reviews-or5-Villa_Bali_Asri_Seminyak-Seminyak_Kuta_District_Bali.html,386,_villa_bali_asr
2447, Berry Biz Hotel,https://www.tripadvisor.co.id/Hotel_Review-g297697-d6702945-Reviews-or5-Berry_Biz_Hotel-Kuta_Kuta_District_Bali.html,730,_berry_biz_hote
2448, Sri Aksata Ubud Resort,https://www.tripadvisor.co.id/Hotel_Review-g297701-d1650017-Reviews-or5-Sri_Aksata_Ubud_Resort-Ubud_Gianyar_Regency_Bali.html,761,_sri_aksata_ubu
2451, The Bidadari Villas & Spa,https://www.tripadvisor.co.id/Hotel_Review-g608486-d1423409-Reviews-or5-The_Bidadari_Villas_Spa-Kerobokan_North_Kuta_Bali.html,181,_the_bidadari_v
2452, Komodo Garden Bungalow,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d6937594-Reviews-or5-Komodo_Garden_Bungalow-Nusa_Lembongan_Bali.html,138,_komodo_garden_
2454, Liberty Dive Resort,https://www.tripadvisor.co.id/Hotel_Review-g469406-d1788685-Reviews-or5-Liberty_Dive_Resort-Tulamben_Bali.html,450,_liberty_dive_r
2455, Serenity Eco Guesthouse and Yoga,https://www.tripadvisor.co.id/Hotel_Review-g311298-d1903215-Reviews-or5-Serenity_Eco_Guesthouse_and_Yoga-Canggu_North_Kuta_Bali.html,454,_serenity_eco_g
2456, United Colors of Bali,https://www.tripadvisor.co.id/Hotel_Review-g311298-d3243425-Reviews-or5-United_Colors_of_Bali-Canggu_North_Kuta_Bali.html,305,_united_colors_
2457, Aldeoz  Grand Kancana Villas Bali,https://www.tripadvisor.co.id/Hotel_Review-g469404-d5544643-Reviews-or5-Aldeoz_Grand_Kancana_Villas_Bali-Seminyak_Kuta_District_Bali.html,337,_aldeoz__grand_
2458, Ahimsa Beach Resort,https://www.tripadvisor.co.id/Hotel_Review-g297696-d1056199-Reviews-or5-Ahimsa_Beach_Resort-Jimbaran_South_Kuta_Bali.html,293,_ahimsa_beach_r
2459, Hotel Neo Kuta Jelantik,https://www.tripadvisor.co.id/Hotel_Review-g608487-d3640823-Reviews-or5-Hotel_NEO_Kuta_Jelantik-Legian_Kuta_District_Bali.html,577,_hotel_neo_kuta
2461, Nyuh Bali Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d3380101-Reviews-or5-Nyuh_Bali_Villas-Seminyak_Kuta_District_Bali.html,529,_nyuh_bali_vill
2462, My Villas in Bali,https://www.tripadvisor.co.id/Hotel_Review-g469404-d5416358-Reviews-or5-My_Villas_in_Bali-Seminyak_Kuta_District_Bali.html,369,_my_villas_in_b
2463, Dyana Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d588470-Reviews-or5-Dyana_Villas-Seminyak_Kuta_District_Bali.html,442,_dyana_villas
2464, Ananda Cottages,https://www.tripadvisor.co.id/Hotel_Review-g297701-d308742-Reviews-or5-Ananda_Cottages-Ubud_Gianyar_Regency_Bali.html,690,_ananda_cottage
2465, The Jingga Villas,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d8640469-Reviews-or5-The_Jingga_Villas-Nusa_Lembongan_Bali.html,212,_the_jingga_vil
2466, Kano Sari Ubud Villas,https://www.tripadvisor.co.id/Hotel_Review-g297701-d7023857-Reviews-or5-Kano_Sari_Ubud_Villas-Ubud_Gianyar_Regency_Bali.html,408,_kano_sari_ubud
2468, Luwak Estate,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3183965-Reviews-or5-Luwak_Estate-Ubud_Gianyar_Regency_Bali.html,339,_luwak_estate
2469, The Open House Bali,https://www.tripadvisor.co.id/Hotel_Review-g297696-d6476817-Reviews-or5-The_Open_House_Bali-Jimbaran_South_Kuta_Bali.html,764,_the_open_house
2470, Pondok Sari Beach & Spa Resort,https://www.tripadvisor.co.id/Hotel_Review-g608493-d677025-Reviews-or5-Pondok_Sari_Beach_Spa_Resort-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html,344,_pondok_sari_be
2471, Rumah Luwih,https://www.tripadvisor.co.id/Hotel_Review-g15244070-d8386004-Reviews-or5-Rumah_Luwih-Lebih_Gianyar_Gianyar_Regency_Bali.html,413,_rumah_luwih
2472, WIRA Homestay,https://www.tripadvisor.co.id/Hotel_Review-g1380108-d12270066-Reviews-or5-WIRA_Homestay-Pecatu_Bukit_Peninsula_Bali.html,113,_wira_homestay
2473, KoenoKoeni Villa,https://www.tripadvisor.co.id/Hotel_Review-g469404-d3565025-Reviews-or5-KoenoKoeni_Villa-Seminyak_Kuta_District_Bali.html,406,_koenokoeni_vil
2474, Sumberkima Hill,https://www.tripadvisor.co.id/Hotel_Review-g15244116-d8498140-Reviews-or5-Sumberkima_Hill-Sumberkima_Gerokgak_Buleleng_Regency_Bali.html,196,_sumberkima_hil
2476, Jiwa's House,https://www.tripadvisor.co.id/Hotel_Review-g297701-d4242736-Reviews-or5-Jiwa_s_House-Ubud_Gianyar_Regency_Bali.html,182,_jiwa's_house
2477, Jas Boutique Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d2366448-Reviews-or5-Jas_Boutique_Villas-Seminyak_Kuta_District_Bali.html,516,_jas_boutique_v
2478, Aryaswara Villa Ubud,https://www.tripadvisor.co.id/Hotel_Review-g297701-d3732773-Reviews-or5-Aryaswara_Villa_Ubud-Ubud_Gianyar_Regency_Bali.html,183,_aryaswara_vill
2479, Hati Padi Cottages,https://www.tripadvisor.co.id/Hotel_Review-g297701-d2637307-Reviews-or5-Hati_Padi_Cottages-Ubud_Gianyar_Regency_Bali.html,255,_hati_padi_cott
2480, Villa Coco,https://www.tripadvisor.co.id/Hotel_Review-g469404-d631859-Reviews-or5-Villa_Coco-Seminyak_Kuta_District_Bali.html,856,_villa_coco
2481, The Visala Bali,https://www.tripadvisor.co.id/Hotel_Review-g13356179-d8571578-Reviews-or5-The_Visala_Bali-Kerobokan_Kelod_North_Kuta_Bali.html,237,_the_visala_bal
2483, Lembongan Cliff Villas,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d1988278-Reviews-or5-Lembongan_Cliff_Villas-Nusa_Lembongan_Bali.html,374,_lembongan_clif
2484, Nick's Hidden Cottages,https://www.tripadvisor.co.id/Hotel_Review-g297701-d662197-Reviews-or5-Nick_s_Hidden_Cottages-Ubud_Gianyar_Regency_Bali.html,488,_nick's_hidden_
2485, Frangipani Beach Boutique Hotel,https://www.tripadvisor.co.id/Hotel_Review-g297699-d1389118-Reviews-or5-Frangipani_Beach_Boutique_Hotel-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html,219,_frangipani_bea
2486, RC Villas,https://www.tripadvisor.co.id/Hotel_Review-g469404-d3220072-Reviews-or5-RC_Villas-Seminyak_Kuta_District_Bali.html,199,_rc_villas
2487, The Dafish Accommodation Bar & Cafe,https://www.tripadvisor.co.id/Hotel_Review-g2538504-d4281809-Reviews-or5-The_Dafish_Accommodation_Bar_Cafe-Nusa_Ceningan_Bali.html,186,_the_dafish_acc
2488, Bale Bali Inn,https://www.tripadvisor.co.id/Hotel_Review-g297701-d7181255-Reviews-or5-Bale_Bali_Inn-Ubud_Gianyar_Regency_Bali.html,150,_bale_bali_inn
2489, Brown Feather Hotel,https://www.tripadvisor.co.id/Hotel_Review-g608486-d3731927-Reviews-or5-Brown_Feather_Hotel-Kerobokan_North_Kuta_Bali.html,308,_brown_feather_
2490, Mambo Beach Resort,https://www.tripadvisor.co.id/Hotel_Review-g12948593-d25182773-Reviews-or5-Mambo_Beach_Resort-Ped_Nusa_Penida_Bali.html,117,_mambo_beach_re
2491, Plataran Menjangan Resort & Spa,https://www.tripadvisor.co.id/Hotel_Review-g2092500-d8555912-Reviews-or5-Plataran_Menjangan_Resort_Spa-West_Bali_National_Park_Buleleng_Regency_Bali.html,442,_plataran_menja
2492, Lembongan Island Beach Villas,https://www.tripadvisor.co.id/Hotel_Review-g1137831-d596205-Reviews-or5-Lembongan_Island_Beach_Villas-Nusa_Lembongan_Bali.html,302,_lembongan_isla
2493, LUXE Villas Bali,https://www.tripadvisor.co.id/Hotel_Review-g297701-d8059772-Reviews-or5-LUXE_Villas_Bali-Ubud_Gianyar_Regency_Bali.html,580,_luxe_villas_ba
