web-scraper-order,web-scraper-start-url,hotel_link,hotel_link-href,review_count,pagination
"1684891313-1","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3001. New Ubud Hostel","https://www.tripadvisor.co.id/Hotel_Review-g297701-d12075158-Reviews-New_Ubud_Hostel-Ubud_Gianyar_Regency_Bali.html","18 ulasan",""
"1684891313-2","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3002. Bali Jungle Huts","https://www.tripadvisor.co.id/Hotel_Review-g608497-d12383462-Reviews-Bali_Jungle_Huts-Tegalalang_Gianyar_Regency_Bali.html","23 ulasan",""
"1684891313-3","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3003. Lushy Hostel","https://www.tripadvisor.co.id/Hotel_Review-g5323528-d23380073-Reviews-Lushy_Hostel-Pererenan_Canggu_North_Kuta_Bali.html","8 ulasan",""
"1684891313-4","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3004. Villa Del Mar Canggu","https://www.tripadvisor.co.id/Hotel_Review-g311298-d17564121-Reviews-Villa_Del_Mar_Canggu-Canggu_North_Kuta_Bali.html","9 ulasan",""
"1684891313-5","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3005. Ode Hostel","https://www.tripadvisor.co.id/Hotel_Review-g297701-d8706824-Reviews-Ode_Hostel-Ubud_Gianyar_Regency_Bali.html","37 ulasan",""
"1684891313-6","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3006. The Onion Collective","https://www.tripadvisor.co.id/Hotel_Review-g297701-d17537310-Reviews-The_Onion_Collective-Ubud_Gianyar_Regency_Bali.html","11 ulasan",""
"1684891313-7","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3007. Royal Cottage","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d19313289-Reviews-Royal_Cottage-Nusa_Lembongan_Bali.html","10 ulasan",""
"1684891313-8","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3008. Gading Treehouse","https://www.tripadvisor.co.id/Hotel_Review-g12948593-d17820041-Reviews-Gading_Treehouse-Ped_Nusa_Penida_Bali.html","5 ulasan",""
"1684891313-9","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3009. Hotel Captain Goose","https://www.tripadvisor.co.id/Hotel_Review-g297697-d10160918-Reviews-Captain_Goose_Hotel-Kuta_Kuta_District_Bali.html","75 ulasan",""
"1684891313-10","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3010. Dewantara Boutique Villa Resort Bali","https://www.tripadvisor.co.id/Hotel_Review-g13326453-d13207350-Reviews-Dewantara_Boutique_Villa_Resort_Bali-Umeanyar_Seririt_Buleleng_Regency_Bali.html","8 ulasan",""
"1684891313-11","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3011. Shanti Homestay","https://www.tripadvisor.co.id/Hotel_Review-g297701-d6521836-Reviews-Shanti_Homestay-Ubud_Gianyar_Regency_Bali.html","15 ulasan",""
"1684891313-12","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3012. The Radian Villa","https://www.tripadvisor.co.id/Hotel_Review-g311298-d7808202-Reviews-The_Radian_Villa-Canggu_North_Kuta_Bali.html","39 ulasan",""
"1684891313-13","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3013. Casa Mimba Luxury Villa","https://www.tripadvisor.co.id/Hotel_Review-g1078452-d12348118-Reviews-Casa_Mimba_Luxury_Villa-Padangbai_Bali.html","12 ulasan",""
"1684891313-14","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3014. Brown Sugar Surf Camp","https://www.tripadvisor.co.id/Hotel_Review-g3175960-d3170395-Reviews-Brown_Sugar_Surf_Camp-Medewi_Bali.html","65 ulasan",""
"1684891313-15","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3015. Degeg Ubud Homestay","https://www.tripadvisor.co.id/Hotel_Review-g297701-d4341718-Reviews-Degeg_Ubud_Homestay-Ubud_Gianyar_Regency_Bali.html","23 ulasan",""
"1684891313-16","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3016. Aster Villa","https://www.tripadvisor.co.id/Hotel_Review-g469404-d10856913-Reviews-Aster_Villa-Seminyak_Kuta_District_Bali.html","12 ulasan",""
"1684891313-17","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3017. Sasih Karo Retreat","https://www.tripadvisor.co.id/Hotel_Review-g608497-d12150902-Reviews-Sasih_Karo_Retreat-Tegalalang_Gianyar_Regency_Bali.html","9 ulasan",""
"1684891313-18","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3018. Kempu Taman Ayu II Bungalows","https://www.tripadvisor.co.id/Hotel_Review-g297697-d3905079-Reviews-Kempu_Taman_Ayu_II_Bungalows-Kuta_Kuta_District_Bali.html","18 ulasan",""
"1684891313-19","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3019. Villa Bisi","https://www.tripadvisor.co.id/Hotel_Review-g469404-d3619423-Reviews-Villa_Bisi-Seminyak_Kuta_District_Bali.html","13 ulasan",""
"1684891313-20","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3020. Paraiso Cottage","https://www.tripadvisor.co.id/Hotel_Review-g1189719-d16736365-Reviews-Paraiso_Cottage-Petulu_Ubud_Gianyar_Regency_Bali.html","8 ulasan",""
"1684891313-21","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3021. Ubud Kerta City Hotel","https://www.tripadvisor.co.id/Hotel_Review-g297701-d9559082-Reviews-Ubud_Kerta_City_Hotel-Ubud_Gianyar_Regency_Bali.html","63 ulasan",""
"1684891313-22","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3022. Nami House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d9463309-Reviews-Nami_House-Ubud_Gianyar_Regency_Bali.html","12 ulasan",""
"1684891313-23","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3023. Uma Mandi Ubud","https://www.tripadvisor.co.id/Hotel_Review-g15880600-d2509084-Reviews-Uma_Mandi_Ubud-Singakerta_Ubud_Gianyar_Regency_Bali.html","24 ulasan",""
"1684891313-24","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3024. Water Edge Villa","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d1973227-Reviews-Water_Edge_Villa-Pecatu_Bukit_Peninsula_Bali.html","62 ulasan",""
"1684891313-25","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3025. Awan Bali House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d16860455-Reviews-Awan_Bali_House-Ubud_Gianyar_Regency_Bali.html","6 ulasan",""
"1684891313-26","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3026. Premium Villas Seminyak","https://www.tripadvisor.co.id/Hotel_Review-g469404-d4956107-Reviews-Premium_Villas_Seminyak-Seminyak_Kuta_District_Bali.html","37 ulasan",""
"1684891313-27","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3027. Guru Canggu","https://www.tripadvisor.co.id/Hotel_Review-g297697-d23096267-Reviews-Guru_Canggu-Kuta_Kuta_District_Bali.html","6 ulasan",""
"1684891313-28","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3028. Sang Fajar","https://www.tripadvisor.co.id/Hotel_Review-g297701-d3428631-Reviews-Sang_Fajar-Ubud_Gianyar_Regency_Bali.html","17 ulasan",""
"1684891313-29","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3029. Queen Bisma Villa","https://www.tripadvisor.co.id/Hotel_Review-g297701-d9600348-Reviews-Queen_Bisma_Villa-Ubud_Gianyar_Regency_Bali.html","22 ulasan",""
"1684891313-30","https://www.tripadvisor.co.id/Hotels-g294226-oa3000-Bali-Hotels.html","3030. Ariks Home Stay","https://www.tripadvisor.co.id/Hotel_Review-g297701-d4010184-Reviews-Ariks_Home_Stay-Ubud_Gianyar_Regency_Bali.html","20 ulasan",""
"1684891321-31","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2971. Gora House Bali","https://www.tripadvisor.co.id/Hotel_Review-g297701-d10128485-Reviews-Gora_House_Bali-Ubud_Gianyar_Regency_Bali.html","30 ulasan",""
"1684891321-32","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2972. Balian Surf Villas","https://www.tripadvisor.co.id/Hotel_Review-g16660570-d2032177-Reviews-Balian_Surf_Villas-Lalanglinggah_Bali.html","39 ulasan",""
"1684891321-33","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2973. Silversand Villa","https://www.tripadvisor.co.id/Hotel_Review-g19415112-d11960247-Reviews-Silversand_Villa-Belalang_Kediri_Bali.html","13 ulasan",""
"1684891321-34","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2974. Dina Home Stay at Desa Wisata Wongayagede","https://www.tripadvisor.co.id/Hotel_Review-g3365818-d12383366-Reviews-Dina_Home_Stay_at_Desa_Wisata_Wongayagede-Penebel_Bali.html","8 ulasan",""
"1684891321-35","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2975. Berawa Beach Residence by Premier Hospitality Asia","https://www.tripadvisor.co.id/Hotel_Review-g311298-d2471323-Reviews-Berawa_Beach_Residence_by_Premier_Hospitality_Asia-Canggu_North_Kuta_Bali.html","61 ulasan",""
"1684891321-36","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2976. Tamantara Suites And Villas","https://www.tripadvisor.co.id/Hotel_Review-g297701-d20309425-Reviews-Tamantara_Suites_And_Villas-Ubud_Gianyar_Regency_Bali.html","8 ulasan",""
"1684891321-37","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2977. Villa Sebali","https://www.tripadvisor.co.id/Hotel_Review-g297701-d2633427-Reviews-Villa_Sebali-Ubud_Gianyar_Regency_Bali.html","12 ulasan",""
"1684891321-38","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2978. Alamanda Canggu Villa by Gamma Hospitality","https://www.tripadvisor.co.id/Hotel_Review-g10086747-d9194678-Reviews-Alamanda_Canggu_Villa_by_Gamma_Hospitality-Tibubeneng_North_Kuta_Bali.html","17 ulasan",""
"1684891321-39","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2979. Teba Jati Guest House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d12340022-Reviews-Teba_Jati_Guest_House-Ubud_Gianyar_Regency_Bali.html","11 ulasan",""
"1684891321-40","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2980. One Palm Hostel","https://www.tripadvisor.co.id/Hotel_Review-g311298-d11887920-Reviews-One_Palm_Hostel-Canggu_North_Kuta_Bali.html","12 ulasan",""
"1684891321-41","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2981. Abhinaya Rice Terrace","https://www.tripadvisor.co.id/Hotel_Review-g5323528-d23093342-Reviews-Abhinaya_Rice_Terrace-Pererenan_Canggu_North_Kuta_Bali.html","6 ulasan",""
"1684891321-42","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2982. City Garden Bali Dwipa Hotel","https://www.tripadvisor.co.id/Hotel_Review-g297697-d13499674-Reviews-City_Garden_Bali_Dwipa_Hotel-Kuta_Kuta_District_Bali.html","13 ulasan",""
"1684891321-43","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2983. ALYSHA Villa Seminyak","https://www.tripadvisor.co.id/Hotel_Review-g297697-d8285176-Reviews-ALYSHA_Villa_Seminyak-Kuta_Kuta_District_Bali.html","21 ulasan",""
"1684891321-44","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2984. Munduk Sari Nature & Garden Villa","https://www.tripadvisor.co.id/Hotel_Review-g608490-d1163439-Reviews-Munduk_Sari_Nature_Garden_Villa-Munduk_Banjar_Buleleng_Regency_Bali.html","129 ulasan",""
"1684891321-45","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2985. Kubu Betel Homestay","https://www.tripadvisor.co.id/Hotel_Review-g311298-d8602171-Reviews-Kubu_Betel_Homestay-Canggu_North_Kuta_Bali.html","12 ulasan",""
"1684891321-46","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2986. Bayad Ubud Bali Villa","https://www.tripadvisor.co.id/Hotel_Review-g608492-d2309358-Reviews-Bayad_Ubud_Bali_Villa-Payangan_Gianyar_Regency_Bali.html","136 ulasan",""
"1684891321-47","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2987. Rama Sita Lembongan Villas","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d19801124-Reviews-Rama_Sita_Lembongan_Villas-Nusa_Lembongan_Bali.html","7 ulasan",""
"1684891321-48","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2988. Bali Sunrise Villas & Restaurant","https://www.tripadvisor.co.id/Hotel_Review-g3185106-d9735107-Reviews-Bali_Sunrise_Villas_Restaurant-Songan_Kintamani_Bangli_Bali.html","49 ulasan",""
"1684891321-49","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2989. Putu Yoga Bungalows","https://www.tripadvisor.co.id/Hotel_Review-g297701-d13802431-Reviews-Putu_Yoga_Bungalows-Ubud_Gianyar_Regency_Bali.html","16 ulasan",""
"1684891321-50","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2990. Puri Suksma Ubud","https://www.tripadvisor.co.id/Hotel_Review-g297701-d9705450-Reviews-Puri_Suksma_Ubud-Ubud_Gianyar_Regency_Bali.html","57 ulasan",""
"1684891321-51","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2991. Alam Pangkung Ubud","https://www.tripadvisor.co.id/Hotel_Review-g297701-d15122783-Reviews-Alam_Pangkung_Ubud-Ubud_Gianyar_Regency_Bali.html","8 ulasan",""
"1684891321-52","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2992. Alma Villas","https://www.tripadvisor.co.id/Hotel_Review-g469404-d1580424-Reviews-Alma_Villas-Seminyak_Kuta_District_Bali.html","50 ulasan",""
"1684891321-53","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2993. Rajuna Homestay","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d13446264-Reviews-Rajuna_Homestay-Nusa_Lembongan_Bali.html","13 ulasan",""
"1684891321-54","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2994. Amaris Hotel Kuta - Bali","https://www.tripadvisor.co.id/Hotel_Review-g297697-d8073197-Reviews-Amaris_Hotel_Kuta_Bali-Kuta_Kuta_District_Bali.html","58 ulasan",""
"1684891321-55","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2995. Pier26 Bali","https://www.tripadvisor.co.id/Hotel_Review-g12791748-d15082919-Reviews-Pier26_Bali-Kutuh_Bali.html","8 ulasan",""
"1684891321-56","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2996. Villa Anucara","https://www.tripadvisor.co.id/Hotel_Review-g2283829-d3625696-Reviews-Villa_Anucara-Beraban_Bali.html","12 ulasan",""
"1684891321-57","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2997. Dikaloha Medewi Surfcamp and Surfschoo","https://www.tripadvisor.co.id/Hotel_Review-g3175960-d8797423-Reviews-Dikaloha_Medewi_Surfcamp_and_Surfschoo-Medewi_Bali.html","20 ulasan",""
"1684891321-58","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2998. Puri Astina Villa","https://www.tripadvisor.co.id/Hotel_Review-g297701-d13399725-Reviews-Puri_Astina_Villa-Ubud_Gianyar_Regency_Bali.html","8 ulasan",""
"1684891321-59","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","2999. Villa Cara by Exotiq Villa Holidays","https://www.tripadvisor.co.id/Hotel_Review-g297696-d9552859-Reviews-Villa_Cara_By_Island_Escape_Villas-Jimbaran_South_Kuta_Bali.html","14 ulasan",""
"1684891321-60","https://www.tripadvisor.co.id/Hotels-g294226-oa2970-Bali-Hotels.html","3000. Suba Guesthouse","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d10731381-Reviews-Suba_Guesthouse-Nusa_Lembongan_Bali.html","10 ulasan",""
"1684891334-61","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2941. Dream Of Aventus Hotel Kuta","https://www.tripadvisor.co.id/Hotel_Review-g297697-d25165384-Reviews-Dream_Of_Aventus_Hotel_Kuta-Kuta_Kuta_District_Bali.html","5 ulasan",""
"1684891334-62","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2942. Parthi Puri Ubud","https://www.tripadvisor.co.id/Hotel_Review-g297701-d13803311-Reviews-Parthi_Puri_Ubud-Ubud_Gianyar_Regency_Bali.html","9 ulasan",""
"1684891334-63","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2943. Batur Mountain View","https://www.tripadvisor.co.id/Hotel_Review-g303952-d3586078-Reviews-Batur_Mountain_View-Kintamani_Bangli_Bali.html","133 ulasan",""
"1684891334-64","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2944. Onaya Bali Resort","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d25036534-Reviews-Onaya_Bali_Resort-Pecatu_Bukit_Peninsula_Bali.html","5 ulasan",""
"1684891334-65","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2945. Balimas Guesthouse","https://www.tripadvisor.co.id/Hotel_Review-g297701-d15039470-Reviews-Balimas_Guesthouse-Ubud_Gianyar_Regency_Bali.html","9 ulasan",""
"1684891334-66","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2946. Wahyu Homestay 1","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d3439912-Reviews-Wahyu_Homestay_1-Nusa_Lembongan_Bali.html","56 ulasan",""
"1684891334-67","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2947. Nyang - Nyang Bungalow Uluwatu","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d23217848-Reviews-Nyang_Nyang_Bungalow_Uluwatu-Pecatu_Bukit_Peninsula_Bali.html","5 ulasan",""
"1684891334-68","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2948. OXO Townhouses Berawa","https://www.tripadvisor.co.id/Hotel_Review-g10086747-d24003227-Reviews-OXO_Townhouses_Berawa-Tibubeneng_North_Kuta_Bali.html","6 ulasan",""
"1684891334-69","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2949. Pondok Nyoman Bagus Guest House","https://www.tripadvisor.co.id/Hotel_Review-g311298-d12315842-Reviews-Pondok_Nyoman_Bagus_Guest_House-Canggu_North_Kuta_Bali.html","13 ulasan",""
"1684891334-70","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2950. Jimbaran Garden Homestay Bali","https://www.tripadvisor.co.id/Hotel_Review-g297696-d7099355-Reviews-Jimbaran_Garden_Homestay_Bali-Jimbaran_South_Kuta_Bali.html","18 ulasan",""
"1684891334-71","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2951. Villa Helen Balian","https://www.tripadvisor.co.id/Hotel_Review-g16660570-d3930952-Reviews-Villa_Helen_Balian-Lalanglinggah_Bali.html","35 ulasan",""
"1684891334-72","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2952. De Rekun Guest House","https://www.tripadvisor.co.id/Hotel_Review-g15880600-d17606956-Reviews-De_Rekun_Guest_House-Singakerta_Ubud_Gianyar_Regency_Bali.html","10 ulasan",""
"1684891334-73","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2953. Villa Maiara","https://www.tripadvisor.co.id/Hotel_Review-g1219108-d16806567-Reviews-Villa_Maiara-Ungasan_Bukit_Peninsula_Bali.html","12 ulasan",""
"1684891334-74","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2954. Bale Gede Villas","https://www.tripadvisor.co.id/Hotel_Review-g469404-d5521401-Reviews-Bale_Gede_Villas-Seminyak_Kuta_District_Bali.html","29 ulasan",""
"1684891334-75","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2955. Kamaran Hostel","https://www.tripadvisor.co.id/Hotel_Review-g311298-d17533005-Reviews-Kamaran_Hostel-Canggu_North_Kuta_Bali.html","8 ulasan",""
"1684891334-76","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2956. Villa Penelopy","https://www.tripadvisor.co.id/Hotel_Review-g469404-d7063557-Reviews-Villa_Penelopy-Seminyak_Kuta_District_Bali.html","23 ulasan",""
"1684891334-77","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2957. Shiva House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d6607691-Reviews-Shiva_House-Ubud_Gianyar_Regency_Bali.html","16 ulasan",""
"1684891334-78","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2958. Paditeras Boutique Hotel","https://www.tripadvisor.co.id/Hotel_Review-g608486-d7376251-Reviews-Paditeras_Boutique_Hotel-Kerobokan_North_Kuta_Bali.html","48 ulasan",""
"1684891334-79","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2959. Kubu D’Ume Homestay","https://www.tripadvisor.co.id/Hotel_Review-g13219442-d17750882-Reviews-Kubu_D_Ume_Homestay-Jatiluwih_Bali.html","7 ulasan",""
"1684891334-80","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2960. Bamboo Bungalows","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d20154192-Reviews-Bamboo_Bungalows-Nusa_Lembongan_Bali.html","10 ulasan",""
"1684891334-81","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2961. Kajeng Bungalows","https://www.tripadvisor.co.id/Hotel_Review-g297701-d1221034-Reviews-Kajeng_Bungalows-Ubud_Gianyar_Regency_Bali.html","45 ulasan",""
"1684891334-82","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2962. Villa Laella","https://www.tripadvisor.co.id/Hotel_Review-g469404-d3719463-Reviews-Villa_Laella-Seminyak_Kuta_District_Bali.html","18 ulasan",""
"1684891334-83","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2963. Sun Colada Villas & Spa","https://www.tripadvisor.co.id/Hotel_Review-g17650149-d21503026-Reviews-Sun_Colada_Villas_Spa-Pejukutan_Nusa_Penida_Bali.html","6 ulasan",""
"1684891334-84","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2964. Nuka Beach Inn","https://www.tripadvisor.co.id/Hotel_Review-g297697-d12214336-Reviews-Nuka_Beach_Inn-Kuta_Kuta_District_Bali.html","28 ulasan",""
"1684891334-85","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2965. Soca Cantik Villa","https://www.tripadvisor.co.id/Hotel_Review-g297701-d8317488-Reviews-Soca_Cantik_Villa-Ubud_Gianyar_Regency_Bali.html","17 ulasan",""
"1684891334-86","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2966. Inten House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d3532643-Reviews-Inten_House-Ubud_Gianyar_Regency_Bali.html","31 ulasan",""
"1684891334-87","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2967. The Spare Room Bali","https://www.tripadvisor.co.id/Hotel_Review-g311298-d13004440-Reviews-The_Spare_Room_Bali-Canggu_North_Kuta_Bali.html","9 ulasan",""
"1684891334-88","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2968. The Wyn Villa","https://www.tripadvisor.co.id/Hotel_Review-g12791748-d15710122-Reviews-The_Wyn_Villa-Kutuh_Bali.html","9 ulasan",""
"1684891334-89","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2969. Menjangan View","https://www.tripadvisor.co.id/Hotel_Review-g608479-d9812937-Reviews-Menjangan_View-Banyuwedang_Gerokgak_Buleleng_Regency_Bali.html","14 ulasan",""
"1684891334-90","https://www.tripadvisor.co.id/Hotels-g294226-oa2940-Bali-Hotels.html","2970. Ringsameton Inn","https://www.tripadvisor.co.id/Hotel_Review-g2538506-d3381399-Reviews-Ringsameton_Inn-Nusa_Penida_Bali.html","19 ulasan",""
"1684891342-91","https://www.tripadvisor.co.id/Hotels-g294226-oa2910-Bali-Hotels.html","2911. Tri Dewi Private Residence","https://www.tripadvisor.co.id/Hotel_Review-g297701-d12597837-Reviews-Tri_Dewi_Private_Residence-Ubud_Gianyar_Regency_Bali.html","17 ulasan",""
"1684891342-92","https://www.tripadvisor.co.id/Hotels-g294226-oa2910-Bali-Hotels.html","2912. The Tempekan Nyang-Nyang","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d19776139-Reviews-The_Tempekan_Nyang_Nyang-Pecatu_Bukit_Peninsula_Bali.html","7 ulasan",""
"1684891342-93","https://www.tripadvisor.co.id/Hotels-g294226-oa2910-Bali-Hotels.html","2913. WK Gamat Creative Resort","https://www.tripadvisor.co.id/Hotel_Review-g12696636-d14030399-Reviews-WK_Gamat_Creative_Resort-Sakti_Nusa_Penida_Bali.html","14 ulasan",""
"1684891342-94","https://www.tripadvisor.co.id/Hotels-g294226-oa2910-Bali-Hotels.html","2914. Eaze Villas Uluwatu","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d23770163-Reviews-Eaze_Villas_Uluwatu-Pecatu_Bukit_Peninsula_Bali.html","8 ulasan",""
"1684891342-95","https://www.tripadvisor.co.id/Hotels-g294226-oa2910-Bali-Hotels.html","2915. New Asta Graha Homestay","https://www.tripadvisor.co.id/Hotel_Review-g297696-d3529851-Reviews-New_Asta_Graha_Homestay-Jimbaran_South_Kuta_Bali.html","89 ulasan",""
"1684891342-96","https://www.tripadvisor.co.id/Hotels-g294226-oa2910-Bali-Hotels.html","2916. Villa Bloom Luxury Art Villas","https://www.tripadvisor.co.id/Hotel_Review-g469404-d15091935-Reviews-Villa_Bloom_Luxury_Art_Villas-Seminyak_Kuta_District_Bali.html","8 ulasan",""
"1684891342-97","https://www.tripadvisor.co.id/Hotels-g294226-oa2910-Bali-Hotels.html","2917. Amaris Hotel Dewi Sri","https://www.tripadvisor.co.id/Hotel_Review-g297697-d6620056-Reviews-Amaris_Hotel_Dewi_Sri-Kuta_Kuta_District_Bali.html","62 ulasan",""
