web-scraper-order,web-scraper-start-url,hotel_link,hotel_link-href,review_count,pagination
"1684891484-552","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2502. Kubu Taman Home Stay","https://www.tripadvisor.co.id/Hotel_Review-g297701-d12189897-Reviews-Kubu_Taman_Home_Stay-Ubud_Gianyar_Regency_Bali.html","14 ulasan",""
"1684891484-553","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2503. Baruna Guest House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d8570591-Reviews-Baruna_Guest_House-Ubud_Gianyar_Regency_Bali.html","19 ulasan",""
"1684891484-554","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2504. Puri Padi Hotel","https://www.tripadvisor.co.id/Hotel_Review-g297701-d590449-Reviews-Puri_Padi_Hotel-Ubud_Gianyar_Regency_Bali.html","100 ulasan",""
"1684891484-555","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2505. Bukal Sari Villas Uluwatu","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d15232487-Reviews-Bukal_Sari_Villas_Uluwatu-Pecatu_Bukit_Peninsula_Bali.html","12 ulasan",""
"1684891484-556","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2506. Zona Greens Bali","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d8449726-Reviews-Zona_Greens_Bali-Pecatu_Bukit_Peninsula_Bali.html","28 ulasan",""
"1684891484-557","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2507. Ronta Bungalows","https://www.tripadvisor.co.id/Hotel_Review-g297697-d7725633-Reviews-Ronta_Bungalows-Kuta_Kuta_District_Bali.html","81 ulasan",""
"1684891484-558","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2508. Green Taman Ubud","https://www.tripadvisor.co.id/Hotel_Review-g297701-d6978003-Reviews-Green_Taman_Ubud-Ubud_Gianyar_Regency_Bali.html","68 ulasan",""
"1684891484-559","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2509. Blues Guest House","https://www.tripadvisor.co.id/Hotel_Review-g608493-d10136875-Reviews-Blues_Guest_House-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html","18 ulasan",""
"1684891484-560","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2510. Tiing Gading Bungalows","https://www.tripadvisor.co.id/Hotel_Review-g3932211-d1315287-Reviews-Tiing_Gading_Bungalows-Peliatan_Ubud_Gianyar_Regency_Bali.html","52 ulasan",""
"1684891484-561","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2511. Molas Homestay","https://www.tripadvisor.co.id/Hotel_Review-g608493-d8097959-Reviews-Molas_Homestay-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html","20 ulasan",""
"1684891484-562","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2512. Wayang Retreat Villa","https://www.tripadvisor.co.id/Hotel_Review-g297697-d12250551-Reviews-Wayang_Retreat_Villa-Kuta_Kuta_District_Bali.html","12 ulasan",""
"1684891484-563","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2513. Kemah Tinggi","https://www.tripadvisor.co.id/Hotel_Review-g1025508-d1189771-Reviews-Kemah_Tinggi-Mengwi_Bali.html","22 ulasan",""
"1684891484-564","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2514. Lovinalife Room & Cafe","https://www.tripadvisor.co.id/Hotel_Review-g297699-d13391684-Reviews-Lovinalife_Room_Cafe-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html","14 ulasan",""
"1684891484-565","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2515. Ume Sita Home Stay","https://www.tripadvisor.co.id/Hotel_Review-g297701-d8533095-Reviews-Ume_Sita_Home_Stay-Ubud_Gianyar_Regency_Bali.html","19 ulasan",""
"1684891484-566","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2516. Felicianas Resort Bali","https://www.tripadvisor.co.id/Hotel_Review-g297699-d4990854-Reviews-Felicianas_Resort_Bali-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html","17 ulasan",""
"1684891484-567","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2517. Wayan's House","https://www.tripadvisor.co.id/Hotel_Review-g608487-d10584282-Reviews-Wayan_s_House-Legian_Kuta_District_Bali.html","16 ulasan",""
"1684891484-568","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2518. Akasa Villa","https://www.tripadvisor.co.id/Hotel_Review-g469406-d10897862-Reviews-Akasa_Villa-Tulamben_Bali.html","28 ulasan",""
"1684891484-569","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2519. Aswattha Villas","https://www.tripadvisor.co.id/Hotel_Review-g311298-d6930069-Reviews-Aswattha_Villas-Canggu_North_Kuta_Bali.html","24 ulasan",""
"1684891484-570","https://www.tripadvisor.co.id/Hotels-g294226-oa2490-Bali-Hotels.html","2520. Sunny Surf Lodge","https://www.tripadvisor.co.id/Hotel_Review-g311298-d15074798-Reviews-Sunny_Surf_Lodge-Canggu_North_Kuta_Bali.html","17 ulasan",""
"1684891488-571","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2461. Ara Inn Bed And Breakfast","https://www.tripadvisor.co.id/Hotel_Review-g297697-d7121625-Reviews-Ara_Inn_Bed_And_Breakfast-Kuta_Kuta_District_Bali.html","46 ulasan",""
"1684891488-572","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2462. Caldera Hotel & Restaurant","https://www.tripadvisor.co.id/Hotel_Review-g3187036-d14141321-Reviews-Caldera_Hotel_Restaurant-Kedisan_Kintamani_Bangli_Bali.html","36 ulasan",""
"1684891488-573","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2463. Umala at Bisma","https://www.tripadvisor.co.id/Hotel_Review-g297701-d13985833-Reviews-Umala_at_Bisma-Ubud_Gianyar_Regency_Bali.html","22 ulasan",""
"1684891488-574","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2464. Dwiki Putra Home Stay","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d14870609-Reviews-Dwiki_Putra_Home_Stay-Nusa_Lembongan_Bali.html","13 ulasan",""
"1684891488-575","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2465. New Kutus Kutus Sunari Beach Resort","https://www.tripadvisor.co.id/Hotel_Review-g1599559-d582188-Reviews-New_Kutus_Kutus_Sunari_Beach_Resort-Lovina_Beach_Buleleng_District_Buleleng_Regency_Ba.html","260 ulasan",""
"1684891488-576","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2466. Sri Abi Ratu Villa","https://www.tripadvisor.co.id/Hotel_Review-g12634008-d7707287-Reviews-Sri_Abi_Ratu_Villa-Batubulan_Sukawati_Gianyar_Regency_Bali.html","38 ulasan",""
"1684891488-577","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2467. The Taran Villas Lembongan","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d10154491-Reviews-The_Taran_Villas_Lembongan-Nusa_Lembongan_Bali.html","25 ulasan",""
"1684891488-578","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2468. Villa Suari I","https://www.tripadvisor.co.id/Hotel_Review-g1078452-d13228915-Reviews-Villa_Suari_I-Padangbai_Bali.html","31 ulasan",""
"1684891488-579","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2469. Villa Victoria Bali","https://www.tripadvisor.co.id/Hotel_Review-g608486-d1572541-Reviews-Villa_Victoria_Bali-Kerobokan_North_Kuta_Bali.html","68 ulasan",""
"1684891488-580","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2470. Puri Saron Hotel","https://www.tripadvisor.co.id/Hotel_Review-g297695-d585133-Reviews-Puri_Saron_Hotel_Madangan-Gianyar_Gianyar_Regency_Bali.html","58 ulasan",""
"1684891488-581","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2471. AB Villas","https://www.tripadvisor.co.id/Hotel_Review-g469404-d15674120-Reviews-AB_Villas-Seminyak_Kuta_District_Bali.html","12 ulasan",""
"1684891488-582","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2472. Oes House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d12695125-Reviews-Oes_House-Ubud_Gianyar_Regency_Bali.html","14 ulasan",""
"1684891488-583","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2473. Aurora House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d10819925-Reviews-Aurora_House-Ubud_Gianyar_Regency_Bali.html","30 ulasan",""
"1684891488-584","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2474. Umah Dauh","https://www.tripadvisor.co.id/Hotel_Review-g297701-d11620380-Reviews-Umah_Dauh-Ubud_Gianyar_Regency_Bali.html","16 ulasan",""
"1684891488-585","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2475. Bottelmania","https://www.tripadvisor.co.id/Hotel_Review-g1600250-d8627012-Reviews-Bottelmania-Kaliasem_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html","24 ulasan",""
"1684891488-586","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2476. Daydream Bungalows","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d7695076-Reviews-Daydream_Bungalows-Nusa_Lembongan_Bali.html","30 ulasan",""
"1684891488-587","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2477. Niente Bali","https://www.tripadvisor.co.id/Hotel_Review-g3365818-d24643611-Reviews-Niente_Bali-Penebel_Bali.html","8 ulasan",""
"1684891488-588","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2478. Villa Kunang Kunang","https://www.tripadvisor.co.id/Hotel_Review-g297701-d2053687-Reviews-Villa_Kunang_Kunang-Ubud_Gianyar_Regency_Bali.html","41 ulasan",""
"1684891488-589","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2479. Taman Ahimsa","https://www.tripadvisor.co.id/Hotel_Review-g311298-d3388738-Reviews-Taman_Ahimsa-Canggu_North_Kuta_Bali.html","30 ulasan",""
"1684891488-590","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2480. Bali Gecko Homestay","https://www.tripadvisor.co.id/Hotel_Review-g1592983-d4877465-Reviews-Bali_Gecko_Homestay-Gilimanuk_Bali.html","24 ulasan",""
"1684891488-591","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2481. Ima Guesthouse and Spa","https://www.tripadvisor.co.id/Hotel_Review-g297699-d5773869-Reviews-Ima_Guesthouse_and_Spa-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html","35 ulasan",""
"1684891488-592","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2482. Nuriani Guest House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d1175272-Reviews-Nuriani_Guest_House-Ubud_Gianyar_Regency_Bali.html","62 ulasan",""
"1684891488-593","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2483. K Villa Seminyak by Premier Hospitality Asia","https://www.tripadvisor.co.id/Hotel_Review-g469404-d3607019-Reviews-K_Villa_Seminyak_by_Premier_Hospitality_Asia-Seminyak_Kuta_District_Bali.html","44 ulasan",""
"1684891488-594","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2484. Dewi Ayu Accomodation","https://www.tripadvisor.co.id/Hotel_Review-g297701-d1523320-Reviews-Dewi_Ayu_Accomodation-Ubud_Gianyar_Regency_Bali.html","64 ulasan",""
"1684891488-595","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2485. Seno Guesthouse & Cafe","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d14901950-Reviews-Seno_Guesthouse_Cafe-Pecatu_Bukit_Peninsula_Bali.html","18 ulasan",""
"1684891488-596","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2486. E3 Berawa Bed and Breakfast","https://www.tripadvisor.co.id/Hotel_Review-g311298-d12236424-Reviews-E3_Berawa_Bed_and_Breakfast-Canggu_North_Kuta_Bali.html","13 ulasan",""
"1684891488-597","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2487. Bije Ubud Villa","https://www.tripadvisor.co.id/Hotel_Review-g297701-d13482349-Reviews-Bije_Ubud_Villa-Ubud_Gianyar_Regency_Bali.html","13 ulasan",""
"1684891488-598","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2488. Latugu Homestay Ubud","https://www.tripadvisor.co.id/Hotel_Review-g297701-d4870731-Reviews-Latugu_Homestay_Ubud-Ubud_Gianyar_Regency_Bali.html","34 ulasan",""
"1684891488-599","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2489. Sunrise Cottage","https://www.tripadvisor.co.id/Hotel_Review-g12948593-d19719000-Reviews-Sunrise_Cottage-Ped_Nusa_Penida_Bali.html","12 ulasan",""
"1684891488-600","https://www.tripadvisor.co.id/Hotels-g294226-oa2460-Bali-Hotels.html","2490. The Junno Villa","https://www.tripadvisor.co.id/Hotel_Review-g311298-d1875280-Reviews-The_Junno_Villa-Canggu_North_Kuta_Bali.html","37 ulasan",""
"1684891493-601","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2431. The Compass Rose Ubud","https://www.tripadvisor.co.id/Hotel_Review-g297701-d24117142-Reviews-The_Compass_Rose_Ubud-Ubud_Gianyar_Regency_Bali.html","8 ulasan",""
"1684891493-602","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2432. Anema Villa Seminyak Bali","https://www.tripadvisor.co.id/Hotel_Review-g608487-d5040708-Reviews-Anema_Villa_Seminyak_Bali-Legian_Kuta_District_Bali.html","119 ulasan",""
"1684891493-603","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2433. Amor Bali Villas & Spa Resort","https://www.tripadvisor.co.id/Hotel_Review-g469404-d1737990-Reviews-Amor_Bali_Villas_Spa_Resort-Seminyak_Kuta_District_Bali.html","110 ulasan",""
"1684891493-604","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2434. D'Sawah Villa","https://www.tripadvisor.co.id/Hotel_Review-g13148790-d6024308-Reviews-D_Sawah_Villa-Kedungu_Kediri_Bali.html","71 ulasan",""
"1684891493-605","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2435. Jimbaran Bay Beach Residence","https://www.tripadvisor.co.id/Hotel_Review-g297696-d3216600-Reviews-Jimbaran_Bay_Beach_Residence-Jimbaran_South_Kuta_Bali.html","86 ulasan",""
"1684891493-606","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2436. Surya Inn","https://www.tripadvisor.co.id/Hotel_Review-g297697-d3221763-Reviews-Surya_Inn-Kuta_Kuta_District_Bali.html","87 ulasan",""
"1684891493-607","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2437. Brata Home Stay","https://www.tripadvisor.co.id/Hotel_Review-g297701-d1548683-Reviews-Brata_Home_Stay-Ubud_Gianyar_Regency_Bali.html","52 ulasan",""
"1684891493-608","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2438. Devata Giri Home Stay","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d8707365-Reviews-Devata_Giri_Home_Stay-Pecatu_Bukit_Peninsula_Bali.html","34 ulasan",""
"1684891493-609","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2439. Sanata Yoga Guesthouse","https://www.tripadvisor.co.id/Hotel_Review-g311298-d13425024-Reviews-Sanata_Yoga_Guesthouse-Canggu_North_Kuta_Bali.html","13 ulasan",""
"1684891493-610","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2440. The Pandawa Hills","https://www.tripadvisor.co.id/Hotel_Review-g2538504-d17713477-Reviews-The_Pandawa_Hills-Nusa_Ceningan_Bali.html","12 ulasan",""
"1684891493-611","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2441. CX Hostel Ground Zero","https://www.tripadvisor.co.id/Hotel_Review-g297697-d6220414-Reviews-CX_Hostel_Ground_Zero-Kuta_Kuta_District_Bali.html","49 ulasan",""
"1684891493-612","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2442. Trinity Gardens","https://www.tripadvisor.co.id/Hotel_Review-g297701-d13953195-Reviews-Trinity_Gardens-Ubud_Gianyar_Regency_Bali.html","13 ulasan",""
"1684891493-613","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2443. Kellys Warung","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d3367016-Reviews-Kellys_Warung-Pecatu_Bukit_Peninsula_Bali.html","68 ulasan",""
"1684891493-614","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2444. Umahku BnB Seminyak","https://www.tripadvisor.co.id/Hotel_Review-g469404-d8326600-Reviews-Umahku_BnB_Seminyak-Seminyak_Kuta_District_Bali.html","47 ulasan",""
"1684891493-615","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2445. Buda Cottage Ubud","https://www.tripadvisor.co.id/Hotel_Review-g297701-d15024874-Reviews-Buda_Cottage_Ubud-Ubud_Gianyar_Regency_Bali.html","14 ulasan",""
"1684891493-616","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2446. Oberoi Luxury Villas","https://www.tripadvisor.co.id/Hotel_Review-g469404-d7099116-Reviews-Oberoi_Luxury_Villas-Seminyak_Kuta_District_Bali.html","24 ulasan",""
"1684891493-617","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2447. Bubble Guest House","https://www.tripadvisor.co.id/Hotel_Review-g297697-d12419263-Reviews-Bubble_Guest_House-Kuta_Kuta_District_Bali.html","15 ulasan",""
"1684891493-618","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2448. Kayun Hostel","https://www.tripadvisor.co.id/Hotel_Review-g608487-d2587931-Reviews-Kayun_Hostel-Legian_Kuta_District_Bali.html","205 ulasan",""
"1684891493-619","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2449. Dream Beach Kubu","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d3498284-Reviews-Dream_Beach_Kubu-Nusa_Lembongan_Bali.html","130 ulasan",""
"1684891493-620","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2450. Kei Villas","https://www.tripadvisor.co.id/Hotel_Review-g15880692-d2194108-Reviews-Kei_Villas-Dalung_North_Kuta_Bali.html","59 ulasan",""
"1684891493-621","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2451. Umah San","https://www.tripadvisor.co.id/Hotel_Review-g297701-d13483835-Reviews-Umah_San-Ubud_Gianyar_Regency_Bali.html","15 ulasan",""
"1684891493-622","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2452. Katak Tepi Sawah Villa","https://www.tripadvisor.co.id/Hotel_Review-g297697-d9553321-Reviews-Katak_Tepi_Sawah_Villa-Kuta_Kuta_District_Bali.html","15 ulasan",""
"1684891493-623","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2453. Alamanda Accommodation","https://www.tripadvisor.co.id/Hotel_Review-g297701-d2705600-Reviews-Alamanda_Accommodation-Ubud_Gianyar_Regency_Bali.html","46 ulasan",""
"1684891493-624","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2454. Phalosa Villa","https://www.tripadvisor.co.id/Hotel_Review-g297697-d8051329-Reviews-Phalosa_Villa-Kuta_Kuta_District_Bali.html","20 ulasan",""
"1684891493-625","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2455. Ocean Brothers","https://www.tripadvisor.co.id/Hotel_Review-g2538504-d16881862-Reviews-Ocean_Brothers-Nusa_Ceningan_Bali.html","14 ulasan",""
"1684891493-626","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2456. Pecatu Guest House","https://www.tripadvisor.co.id/Hotel_Review-g297697-d5487314-Reviews-Pecatu_Guest_House-Kuta_Kuta_District_Bali.html","87 ulasan",""
"1684891493-627","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2457. Sura Inn Ubud","https://www.tripadvisor.co.id/Hotel_Review-g297701-d7003764-Reviews-Sura_Inn_Ubud-Ubud_Gianyar_Regency_Bali.html","43 ulasan",""
"1684891493-628","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2458. Villa Atas Awan","https://www.tripadvisor.co.id/Hotel_Review-g608492-d3188286-Reviews-Villa_Atas_Awan-Payangan_Gianyar_Regency_Bali.html","18 ulasan",""
"1684891493-629","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2459. Bali Le'Mare","https://www.tripadvisor.co.id/Hotel_Review-g297696-d6163843-Reviews-Bali_Le_Mare-Jimbaran_South_Kuta_Bali.html","50 ulasan",""
"1684891493-630","https://www.tripadvisor.co.id/Hotels-g294226-oa2430-Bali-Hotels.html","2460. Villa Santai","https://www.tripadvisor.co.id/Hotel_Review-g469404-d2532622-Reviews-Villa_Santai-Seminyak_Kuta_District_Bali.html","23 ulasan",""
"1684891499-631","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2401. Three Monkeys Villas","https://www.tripadvisor.co.id/Hotel_Review-g1380108-d3170459-Reviews-Three_Monkeys_Villas-Pecatu_Bukit_Peninsula_Bali.html","57 ulasan",""
"1684891499-632","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2402. Sapta House","https://www.tripadvisor.co.id/Hotel_Review-g297701-d12160364-Reviews-Sapta_House-Ubud_Gianyar_Regency_Bali.html","18 ulasan",""
"1684891499-633","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2403. Anandathu Villas","https://www.tripadvisor.co.id/Hotel_Review-g311298-d23557944-Reviews-Anandathu_Villas-Canggu_North_Kuta_Bali.html","9 ulasan",""
"1684891499-634","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2404. Pandawa All Suite Hotel","https://www.tripadvisor.co.id/Hotel_Review-g608486-d5892414-Reviews-Pandawa_All_Suite_Hotel-Kerobokan_North_Kuta_Bali.html","188 ulasan",""
"1684891499-635","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2405. Jona Bungalow","https://www.tripadvisor.co.id/Hotel_Review-g2538506-d14004716-Reviews-Jona_Bungalow-Nusa_Penida_Bali.html","14 ulasan",""
"1684891499-636","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2406. Tarzan Marriott On Penida","https://www.tripadvisor.co.id/Hotel_Review-g2538506-d13518085-Reviews-Tarzan_Marriott_On_Penida-Nusa_Penida_Bali.html","12 ulasan",""
"1684891499-637","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2407. Kutuh Manak","https://www.tripadvisor.co.id/Hotel_Review-g297697-d12128386-Reviews-Kutuh_Manak-Kuta_Kuta_District_Bali.html","24 ulasan",""
"1684891499-638","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2408. Oka Kartini Bungalow","https://www.tripadvisor.co.id/Hotel_Review-g297701-d309205-Reviews-Oka_Kartini_Bungalow-Ubud_Gianyar_Regency_Bali.html","54 ulasan",""
"1684891499-639","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2409. Rimbun Canggu Hotel","https://www.tripadvisor.co.id/Hotel_Review-g311298-d17784553-Reviews-Rimbun_Canggu_Hotel-Canggu_North_Kuta_Bali.html","28 ulasan",""
"1684891499-640","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2410. The Angkal Boutique Seaview Villas","https://www.tripadvisor.co.id/Hotel_Review-g2538506-d15271817-Reviews-The_Angkal_Boutique_Seaview_Villas-Nusa_Penida_Bali.html","19 ulasan",""
"1684891499-641","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2411. Pondok Taman Asri Homestay","https://www.tripadvisor.co.id/Hotel_Review-g297701-d8591537-Reviews-Pondok_Taman_Asri_Homestay-Ubud_Gianyar_Regency_Bali.html","31 ulasan",""
"1684891499-642","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2412. Mertasari Bungalow","https://www.tripadvisor.co.id/Hotel_Review-g12948593-d14163479-Reviews-Mertasari_Bungalow-Ped_Nusa_Penida_Bali.html","13 ulasan",""
"1684891499-643","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2413. Bungalow No 7","https://www.tripadvisor.co.id/Hotel_Review-g1137831-d1748928-Reviews-Bungalow_No_7-Nusa_Lembongan_Bali.html","94 ulasan",""
"1684891499-644","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2414. Yana Villas Kemenuh","https://www.tripadvisor.co.id/Hotel_Review-g3198469-d12310373-Reviews-Yana_Villas_Kemenuh-Kemenuh_Sukawati_Gianyar_Regency_Bali.html","29 ulasan",""
"1684891499-645","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2415. Kandarpa Ubud","https://www.tripadvisor.co.id/Hotel_Review-g3932211-d17689455-Reviews-Kandarpa_Ubud-Peliatan_Ubud_Gianyar_Regency_Bali.html","13 ulasan",""
"1684891499-646","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2416. Komang Homestay","https://www.tripadvisor.co.id/Hotel_Review-g608493-d8465718-Reviews-Komang_Homestay-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html","31 ulasan",""
"1684891499-647","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2417. Jungle Bubble Lodge","https://www.tripadvisor.co.id/Hotel_Review-g608492-d17423662-Reviews-Jungle_Bubble_Lodge-Payangan_Gianyar_Regency_Bali.html","10 ulasan",""
"1684891499-648","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2418. Made Taro - Menjangan Homestay","https://www.tripadvisor.co.id/Hotel_Review-g608479-d10660843-Reviews-Made_Taro_Menjangan_Homestay-Banyuwedang_Gerokgak_Buleleng_Regency_Bali.html","17 ulasan",""
"1684891499-649","https://www.tripadvisor.co.id/Hotels-g294226-oa2400-Bali-Hotels.html","2419. Fado Villa Prestige","https://www.tripadvisor.co.id/Hotel_Review-g1219108-d10895605-Reviews-Fado_Villa_Prestige-Ungasan_Bukit_Peninsula_Bali.html","17 ulasan",""
