,hotel,review,stars
0, Jumeirah Bali,"Suasana, pemandangan, kenyamanan the best, live music sangat nyaman sekali, enjoy banget, untuk makanan enak semua, terutama yg udang dan  mashed potato enak sekali, pelayanan sempurna, gak usah minta poto, mereka sukarela sendiri, ramah nomor 1,   Raitng max 5  Kenyamanan 5 Pelayanan 5 Makanan 4.5 Minuman 5  All 5,   Kalo diminta balik lagi kesini pasti mau",5
1, Jumeirah Bali,"Best place for quick escape, the food and the staff are best. Thank you banget banget untuk Mba Dilla di resto yg sangaaaat terlatih dan terstruktur bahasanya. Berasa kayak datang ke rumah sendiri dan dilayani dengan baik. Ga sabar buat wedding private party disini dan meeting foundation. See you again!",5
2, Jumeirah Bali,"Pelayanan yang sangat prima dari Jumeirah Bali mulai dari kami Check in hingga Check Out. Saat Check In diberikan penjelasan sedikit mengenai area resort. Untuk menuju villa diantar oleh butler dengan buggy. Layanan butler 24 jam tersedia melalui aplikasi khusus.   Jumeirah Bali memiliki akses langsung ke Pantai Dreamland, jadi bisa menikmati momen sunset tanpa perlu keluar hotel.  Untuk breakfast yang ditawarkan ialah infinity ala carte & buffet di Segaran Restaurant. Anda dapat menikmati breakfast dengan view laut. Rasa makanannya sangat tasty.  Area Resort sangat luas dan banyak spot instagramable. Apalagi malam hari suasananya sangat syahdu.  Overall sangat puas menginap disini dan jadi pengalaman tak terlupakan dengan hospitality yang diberikan",5
3, Jumeirah Bali,"hari ini hari pertama tinggal di jumeirah bali , habis check in dan keliling” sebentar kita lgsg ikut activity diy oil making yg dijelasin sama mba chyntia yg ramah & baik banget . love this activity!",5
